name: sedan4door_-20_23_-8_35_20_230_60_420.png, overlap_score: 0.0, pred: [-20, -19]
name: sedan4door_-20_23_-8_35_15_140_30_420.png, overlap_score: 0.0, pred: [-20, -28]
name: hybrid_-40_45_-30_35_15_80_30_420.png, overlap_score: 0.0, pred: [-40, -38]
name: suv_-40_15_-30_10_20_230_60_420.png, overlap_score: 0.0, pred: [-40, -34]
name: sedan4door_-20_15_-30_10_20_230_30_420.png, overlap_score: 0.0, pred: [-20, -38]
name: sedan2door_-20_23_-8_35_15_230_30_420.png, overlap_score: None, pred: [-20, -24]
name: hatchback_-40_15_-8_35_20_230_30_420.png, overlap_score: 3.259259259259259, pred: [-40, -34]
name: sedan4door_-40_23_-30_10_20_230_30_420.png, overlap_score: 0.0, pred: [-40, -39]
name: suv_0_23_-8_35_20_80_30_420.png, overlap_score: 198.41156840934372, pred: [0, -4]
name: sedan2door_0_23_-30_10_15_230_30_420.png, overlap_score: None, pred: [0, -23]
name: sedan2door_-40_45_-8_35_20_20_60_420.png, overlap_score: 0.9266399902995028, pred: [-40, -26]
name: hybrid_-20_23_-30_35_15_230_60_420.png, overlap_score: 0.0, pred: [-20, -22]
name: suv_-40_15_-30_35_20_140_30_420.png, overlap_score: 0.0, pred: [-40, -25]
name: hybrid_-20_45_-8_35_15_80_60_420.png, overlap_score: 48.53658536585366, pred: [-20, -19]
name: hybrid_-20_45_-30_35_20_20_60_420.png, overlap_score: 58.54083964874293, pred: [-20, -9]
name: sedan2door_-20_45_-30_35_15_20_30_420.png, overlap_score: 116.45411460577337, pred: [-20, -24]
name: hybrid_-20_15_-30_10_15_230_30_420.png, overlap_score: 1.9361702127659575, pred: [-20, -35]
name: sedan2door_0_15_-8_35_20_80_60_420.png, overlap_score: 234.93219487694626, pred: [0, 0]
name: suv_-20_45_-30_35_15_20_30_420.png, overlap_score: 178.75919465038524, pred: [-20, -18]
name: hatchback_0_23_-30_10_15_140_60_420.png, overlap_score: 230.40350877192984, pred: [0, 0]
name: sedan2door_-20_45_-30_10_20_230_30_420.png, overlap_score: None, pred: [-20, -23]
name: sedan2door_-40_45_-8_10_20_140_30_420.png, overlap_score: 0.0, pred: [-40, -36]
name: hatchback_-20_23_-30_10_15_230_60_420.png, overlap_score: 0.0, pred: [-20, -25]
name: suv_-20_23_-30_10_20_230_60_420.png, overlap_score: 0.0, pred: [-20, -26]
name: hybrid_0_15_-8_35_15_20_60_420.png, overlap_score: 254.9994939271255, pred: [0, -3]
name: sedan4door_0_15_-30_35_15_230_60_420.png, overlap_score: 45.16778523489933, pred: [0, 0]
name: suv_0_15_-8_35_20_140_30_420.png, overlap_score: 218.0, pred: [0, -2]
name: suv_-20_23_-8_35_20_20_30_420.png, overlap_score: 109.82962639918593, pred: [-20, -20]
name: hatchback_-20_15_-8_35_15_140_30_420.png, overlap_score: 0.0, pred: [-20, -6]
name: sedan4door_-20_15_-8_10_20_140_60_420.png, overlap_score: 0.0, pred: [-20, -15]
name: hatchback_-20_45_-8_35_20_80_30_420.png, overlap_score: 3.939043209876543, pred: [-20, -23]
name: hatchback_0_45_-30_35_15_20_30_420.png, overlap_score: 132.8081041360487, pred: [0, -3]
name: hatchback_-20_15_-8_35_15_80_60_420.png, overlap_score: 11.143465304384845, pred: [-20, -17]
name: sedan4door_-20_45_-8_35_20_20_30_420.png, overlap_score: 70.34931562322832, pred: [-20, -32]
name: sedan4door_-20_15_-30_10_20_20_60_420.png, overlap_score: 0.0, pred: [-20, -18]
name: hatchback_0_15_-30_35_15_80_60_420.png, overlap_score: 182.8469259723965, pred: [0, -4]
name: hatchback_-40_15_-8_35_15_20_30_420.png, overlap_score: 111.2945776402853, pred: [-40, -34]
name: sedan2door_0_23_-30_35_15_80_30_420.png, overlap_score: 252.40558659217876, pred: [0, -2]
name: hatchback_0_15_-30_35_15_140_30_420.png, overlap_score: 0.0, pred: [0, -2]
name: sedan2door_-20_45_-8_35_15_80_30_420.png, overlap_score: 187.69278996865205, pred: [-20, -23]
name: sedan4door_-20_45_-30_10_20_20_60_420.png, overlap_score: 0.0, pred: [-20, -19]
name: sedan2door_0_23_-30_10_15_140_30_420.png, overlap_score: 243.88235294117646, pred: [0, -7]
name: hybrid_0_45_-8_10_20_140_60_420.png, overlap_score: 209.75862068965517, pred: [0, 0]
name: suv_0_45_-30_10_15_80_30_420.png, overlap_score: 174.3548387096774, pred: [0, -20]
name: hatchback_-20_23_-8_10_15_230_30_420.png, overlap_score: 251.81746031746033, pred: [-20, -28]
name: suv_-20_15_-30_10_20_20_30_420.png, overlap_score: 117.22052623927897, pred: [-20, -21]
name: hatchback_0_45_-30_35_15_80_30_420.png, overlap_score: 253.29439252336448, pred: [0, -10]
name: sedan2door_0_15_-30_10_20_20_30_420.png, overlap_score: 134.65365129280224, pred: [0, 0]
name: hatchback_0_23_-30_35_15_80_30_420.png, overlap_score: 231.4964953271028, pred: [0, -8]
name: sedan2door_-20_23_-30_35_20_140_30_420.png, overlap_score: 7.724137931034483, pred: [-20, -32]
name: hybrid_-40_15_-30_35_15_80_30_420.png, overlap_score: 0.0, pred: [-40, -38]
name: sedan2door_-40_23_-8_10_15_230_60_420.png, overlap_score: 0.0, pred: [-40, -33]
name: hatchback_-20_15_-8_35_15_230_60_420.png, overlap_score: 0.0, pred: [-20, -22]
name: hatchback_0_15_-8_35_15_140_30_420.png, overlap_score: 0.0, pred: [0, -1]
name: sedan2door_0_23_-8_10_15_230_30_420.png, overlap_score: None, pred: [0, -24]
name: sedan4door_-20_15_-30_35_20_20_30_420.png, overlap_score: 59.958370454361386, pred: [-20, -33]
name: sedan2door_-40_45_-30_35_15_140_60_420.png, overlap_score: 0.0, pred: [-40, -33]
name: sedan2door_0_23_-30_35_20_80_60_420.png, overlap_score: 212.49422400803616, pred: [0, 0]
name: hybrid_-20_23_-8_35_15_20_60_420.png, overlap_score: 57.46794177793817, pred: [-20, -9]
name: sedan4door_0_15_-30_35_20_230_30_420.png, overlap_score: 0.0, pred: [0, -32]
name: sedan2door_-20_15_-30_10_15_80_60_420.png, overlap_score: 40.67656988521269, pred: [-20, -19]
name: sedan2door_-20_23_-8_35_15_20_60_420.png, overlap_score: 92.43493783085067, pred: [-20, -23]
name: sedan2door_-20_45_-30_10_15_230_30_420.png, overlap_score: None, pred: [-20, -26]
name: sedan2door_-20_23_-30_10_15_230_30_420.png, overlap_score: None, pred: [-20, -24]
name: hatchback_0_15_-30_35_20_230_30_420.png, overlap_score: 154.0, pred: [0, -21]
name: suv_-20_23_-8_10_20_80_30_420.png, overlap_score: 191.13620301959526, pred: [-20, -24]
name: suv_0_15_-30_10_15_20_60_420.png, overlap_score: 228.98796583850933, pred: [0, -1]
name: sedan2door_-40_45_-8_10_20_20_30_420.png, overlap_score: 113.16668776104291, pred: [-40, -28]
name: hatchback_-40_15_-30_35_20_20_30_420.png, overlap_score: 127.62327060238893, pred: [-40, -35]
name: hybrid_0_23_-8_10_15_230_60_420.png, overlap_score: 240.52941176470588, pred: [0, -3]
name: hatchback_0_15_-8_10_15_140_60_420.png, overlap_score: 202.4327485380117, pred: [0, 1]
name: hybrid_0_23_-30_35_15_20_60_420.png, overlap_score: 254.9412955465587, pred: [0, -3]
name: sedan2door_0_15_-8_10_20_230_30_420.png, overlap_score: None, pred: [0, -23]
name: sedan2door_-40_45_-8_35_20_80_60_420.png, overlap_score: 0.0, pred: [-40, -37]
name: sedan4door_0_23_-8_35_20_140_30_420.png, overlap_score: 0.0, pred: [0, -6]
name: sedan2door_-20_45_-8_35_15_230_30_420.png, overlap_score: None, pred: [-20, -26]
name: sedan4door_0_15_-30_10_15_140_30_420.png, overlap_score: 0.0, pred: [0, -5]
name: suv_0_23_-30_35_20_80_60_420.png, overlap_score: 236.65796628602502, pred: [0, -3]
name: sedan2door_-40_15_-8_35_20_230_30_420.png, overlap_score: None, pred: [-40, -28]
name: sedan2door_-40_15_-30_35_20_80_60_420.png, overlap_score: 0.0, pred: [-40, -37]
name: suv_0_23_-30_35_20_80_30_420.png, overlap_score: 188.8131256952169, pred: [0, -18]
name: sedan4door_0_45_-30_10_15_140_30_420.png, overlap_score: 187.02857142857144, pred: [0, -10]
name: sedan4door_-40_45_-30_35_15_140_30_420.png, overlap_score: 0.0, pred: [-40, -38]
name: sedan4door_-20_23_-8_10_15_140_30_420.png, overlap_score: 0.0, pred: [-20, -31]
name: sedan2door_-40_15_-30_10_20_80_60_420.png, overlap_score: 0.0, pred: [-40, -37]
name: hybrid_-20_23_-30_10_20_20_60_420.png, overlap_score: 60.52556237218814, pred: [-20, -8]
name: hatchback_0_45_-8_35_20_80_60_420.png, overlap_score: 243.94291091593476, pred: [0, -2]
name: sedan2door_-20_15_-30_10_15_140_30_420.png, overlap_score: 92.62068965517241, pred: [-20, -33]
name: sedan4door_-40_23_-8_10_15_80_60_420.png, overlap_score: 0.0, pred: [-40, -33]
name: sedan2door_-20_23_-8_10_20_20_30_420.png, overlap_score: 124.55629757288526, pred: [-20, -22]
name: sedan2door_-40_23_-30_35_15_80_60_420.png, overlap_score: 0.0, pred: [-40, -38]
name: suv_0_23_-30_10_20_230_60_420.png, overlap_score: 0.0, pred: [0, 0]
name: sedan4door_0_23_-8_35_15_230_60_420.png, overlap_score: 35.11409395973154, pred: [0, 0]
name: sedan4door_-20_15_-30_35_15_20_30_420.png, overlap_score: 57.05045760103669, pred: [-20, -33]
name: sedan2door_-20_45_-8_35_20_230_30_420.png, overlap_score: None, pred: [-20, -25]
name: hybrid_-40_45_-8_35_15_230_30_420.png, overlap_score: 0.0, pred: [-40, -37]
name: hybrid_0_23_-30_10_15_230_60_420.png, overlap_score: 245.58823529411765, pred: [0, -3]
name: suv_0_45_-30_10_20_80_30_420.png, overlap_score: 184.0734149054505, pred: [0, -19]
name: hatchback_-40_23_-30_10_20_20_60_420.png, overlap_score: 0.4950227771216467, pred: [-40, -28]
name: sedan2door_0_23_-30_35_15_20_60_420.png, overlap_score: 246.92841014742993, pred: [0, -3]
name: suv_0_23_-8_35_20_80_60_420.png, overlap_score: 216.05274605764004, pred: [0, -1]
name: sedan2door_0_45_-8_10_20_230_30_420.png, overlap_score: None, pred: [0, -23]
name: hatchback_-20_45_-8_35_15_230_30_420.png, overlap_score: 255.0, pred: [-20, -24]
name: sedan4door_-40_45_-8_35_20_140_60_420.png, overlap_score: 0.0, pred: [-40, -34]
name: hatchback_0_15_-30_35_20_140_60_420.png, overlap_score: 206.82456140350877, pred: [0, 1]
name: hybrid_-20_15_-8_35_20_80_30_420.png, overlap_score: 5.207570977917981, pred: [-20, -24]
name: hybrid_-40_45_-30_10_15_20_60_420.png, overlap_score: 3.718849061204584, pred: [-40, -19]
name: sedan2door_-20_15_-8_35_15_80_30_420.png, overlap_score: 8.13166144200627, pred: [-20, -19]
name: hybrid_0_15_-30_35_15_230_30_420.png, overlap_score: 255.0, pred: [0, -22]
name: sedan2door_-20_45_-30_10_20_230_60_420.png, overlap_score: 0.0, pred: [-20, -28]
name: hatchback_0_23_-8_10_15_230_60_420.png, overlap_score: 0.0, pred: [0, 1]
name: sedan2door_-20_45_-30_10_20_80_60_420.png, overlap_score: 188.37137069547603, pred: [-20, -19]
name: hybrid_0_45_-30_35_20_230_60_420.png, overlap_score: 255.0, pred: [0, -3]
name: sedan2door_0_23_-30_10_20_20_60_420.png, overlap_score: 250.68056846858812, pred: [0, -2]
name: suv_-40_45_-30_35_20_140_30_420.png, overlap_score: 0.0, pred: [-40, -28]
name: hybrid_0_45_-8_10_15_80_60_420.png, overlap_score: 237.68680203045685, pred: [0, 0]
name: hybrid_0_45_-30_10_20_140_60_420.png, overlap_score: 200.75862068965517, pred: [0, 0]
name: hybrid_-20_23_-8_10_15_140_30_420.png, overlap_score: 0.0, pred: [-20, -25]
name: suv_-20_15_-30_10_20_140_60_420.png, overlap_score: 0.0, pred: [-20, -13]
name: hatchback_-20_15_-30_35_20_230_60_420.png, overlap_score: 0.0, pred: [-20, -26]
name: suv_-40_15_-8_35_20_140_30_420.png, overlap_score: 0.0, pred: [-40, -27]
name: sedan4door_-20_23_-8_10_15_230_30_420.png, overlap_score: 0.0, pred: [-20, -32]
name: hybrid_-40_45_-30_35_15_230_60_420.png, overlap_score: 0.0, pred: [-40, -34]
name: sedan2door_-20_45_-30_35_15_80_60_420.png, overlap_score: 179.5989196488859, pred: [-20, -19]
name: sedan4door_-40_23_-8_10_20_80_30_420.png, overlap_score: 0.0, pred: [-40, -34]
name: hybrid_-20_15_-8_35_20_230_30_420.png, overlap_score: 112.50746268656717, pred: [-20, -37]
name: sedan2door_0_45_-8_35_15_80_60_420.png, overlap_score: 163.3932697137117, pred: [0, -1]
name: hybrid_0_45_-8_35_15_140_60_420.png, overlap_score: 185.41379310344828, pred: [0, 1]
name: hybrid_0_15_-30_35_15_80_60_420.png, overlap_score: 167.13147208121828, pred: [0, 0]
name: hatchback_-20_15_-30_35_20_80_60_420.png, overlap_score: 4.778203490847169, pred: [-20, -20]
name: suv_0_45_-8_10_15_20_60_420.png, overlap_score: 254.06726167378088, pred: [0, -2]
name: sedan2door_-20_15_-8_35_20_20_60_420.png, overlap_score: 54.29939677459067, pred: [-20, -23]
name: hatchback_0_23_-8_10_20_80_30_420.png, overlap_score: 247.0268691588785, pred: [0, 0]
name: hatchback_0_23_-30_35_15_140_60_420.png, overlap_score: 221.5204678362573, pred: [0, 0]
name: suv_0_15_-30_35_20_20_30_420.png, overlap_score: 193.1074591280654, pred: [0, -5]
name: sedan2door_-20_23_-8_35_15_80_60_420.png, overlap_score: 89.90175557056043, pred: [-20, -19]
name: sedan2door_-20_45_-8_35_20_230_60_420.png, overlap_score: 0.0, pred: [-20, -28]
name: hybrid_0_15_-8_35_15_140_60_420.png, overlap_score: 168.72413793103448, pred: [0, 1]
name: sedan4door_-40_23_-30_35_15_140_30_420.png, overlap_score: 0.0, pred: [-40, -38]
name: suv_0_23_-8_10_20_230_30_420.png, overlap_score: 255.0, pred: [0, -14]
name: hybrid_-20_45_-8_10_20_20_30_420.png, overlap_score: 122.27993721034534, pred: [-20, -15]
name: sedan2door_0_15_-8_35_15_20_30_420.png, overlap_score: 138.6767994409504, pred: [0, 0]
name: sedan2door_-20_15_-8_10_15_230_30_420.png, overlap_score: None, pred: [-20, -23]
name: suv_0_15_-8_35_15_80_30_420.png, overlap_score: 180.07786429365962, pred: [0, -2]
name: sedan2door_-40_15_-30_35_20_140_60_420.png, overlap_score: 0.0, pred: [-40, -32]
name: hatchback_-40_23_-30_10_15_20_60_420.png, overlap_score: 0.0003374388392103931, pred: [-40, -29]
name: hatchback_-20_23_-30_10_15_80_30_420.png, overlap_score: 0.0, pred: [-20, -23]
name: sedan4door_-40_45_-30_35_15_80_30_420.png, overlap_score: 0.0, pred: [-40, -40]
name: sedan4door_-20_45_-30_35_15_230_30_420.png, overlap_score: 0.0, pred: [-20, -37]
name: sedan4door_0_45_-8_10_15_140_60_420.png, overlap_score: 164.01910828025478, pred: [0, -3]
name: sedan2door_-20_23_-8_35_15_140_30_420.png, overlap_score: 21.862068965517242, pred: [-20, -33]
name: sedan4door_-20_23_-30_10_20_20_30_420.png, overlap_score: 29.321454604357335, pred: [-20, -31]
name: hatchback_-40_15_-8_35_15_20_60_420.png, overlap_score: 4.810865530622575, pred: [-40, -27]
name: hybrid_-40_15_-30_10_20_20_60_420.png, overlap_score: 1.0719336747134844, pred: [-40, -18]
name: sedan2door_-20_15_-8_35_20_140_30_420.png, overlap_score: 75.19540229885058, pred: [-20, -32]
name: hatchback_-20_15_-8_10_20_230_60_420.png, overlap_score: 0.0, pred: [-20, -22]
name: sedan4door_-20_45_-8_10_20_80_30_420.png, overlap_score: 165.92030758476056, pred: [-20, -12]
name: hatchback_-20_45_-8_10_20_230_30_420.png, overlap_score: 32.317460317460316, pred: [-20, -28]
name: sedan2door_-40_15_-30_10_15_140_60_420.png, overlap_score: 0.0, pred: [-40, -32]
name: hybrid_-40_23_-8_10_20_20_30_420.png, overlap_score: 156.47971560016728, pred: [-40, -28]
name: suv_0_23_-8_10_15_80_60_420.png, overlap_score: 219.3931484502447, pred: [0, -2]
name: sedan4door_0_45_-8_10_20_230_60_420.png, overlap_score: 10.563758389261745, pred: [0, 0]
name: suv_-40_23_-30_10_20_230_30_420.png, overlap_score: 247.94021739130434, pred: [-40, -17]
name: hybrid_-40_15_-8_10_15_80_30_420.png, overlap_score: 0.0, pred: [-40, -38]
name: sedan2door_-40_23_-8_10_15_80_60_420.png, overlap_score: 0.0, pred: [-40, -38]
name: suv_-20_23_-8_10_20_20_30_420.png, overlap_score: 69.5675243494694, pred: [-20, -21]
name: hybrid_-40_23_-8_10_20_140_60_420.png, overlap_score: 0.0, pred: [-40, -31]
name: hatchback_-20_23_-8_35_20_80_60_420.png, overlap_score: 4.165176670923797, pred: [-20, -16]
name: hybrid_0_23_-8_35_15_230_60_420.png, overlap_score: 250.58823529411765, pred: [0, -3]
name: suv_-20_23_-8_10_15_20_30_420.png, overlap_score: 149.95580753016426, pred: [-20, -21]
name: sedan4door_0_15_-8_10_20_140_60_420.png, overlap_score: 255.0, pred: [0, 0]
name: sedan4door_-40_15_-30_35_15_140_30_420.png, overlap_score: 0.0, pred: [-40, -39]
name: sedan2door_-20_45_-30_35_15_20_60_420.png, overlap_score: 128.17444293980057, pred: [-20, -25]
name: hatchback_-40_45_-8_35_15_20_60_420.png, overlap_score: 0.042854732579719924, pred: [-40, -29]
name: hatchback_-40_45_-8_10_20_80_30_420.png, overlap_score: 0.0, pred: [-40, -36]
name: suv_0_23_-30_35_20_230_60_420.png, overlap_score: 0.0, pred: [0, -3]
name: hybrid_-20_45_-8_35_15_20_60_420.png, overlap_score: 78.35005413208228, pred: [-20, -9]
name: hatchback_-40_23_-30_10_20_140_60_420.png, overlap_score: 0.0, pred: [-40, -30]
name: hatchback_-20_45_-30_35_20_80_60_420.png, overlap_score: 0.7935291613452533, pred: [-20, -19]
name: hatchback_-40_15_-30_35_15_80_60_420.png, overlap_score: 0.0, pred: [-40, -35]
name: sedan4door_-20_45_-8_35_15_140_60_420.png, overlap_score: 0.0, pred: [-20, -19]
name: suv_0_15_-30_35_15_140_30_420.png, overlap_score: 103.6, pred: [0, 0]
name: suv_0_23_-8_10_20_20_60_420.png, overlap_score: 251.15884102962102, pred: [0, -1]
name: sedan2door_0_23_-8_35_15_140_60_420.png, overlap_score: 224.13970588235293, pred: [0, -1]
name: hybrid_0_15_-8_35_20_80_30_420.png, overlap_score: 230.44548651817115, pred: [0, 0]
name: hybrid_-20_23_-30_35_15_80_60_420.png, overlap_score: 5.287262872628726, pred: [-20, -19]
name: suv_-20_45_-30_10_20_140_60_420.png, overlap_score: 0.11574697173620457, pred: [-20, -13]
name: hybrid_-20_45_-8_10_15_140_30_420.png, overlap_score: 0.20652173913043478, pred: [-20, -25]
name: hybrid_0_15_-8_10_20_20_30_420.png, overlap_score: 236.6813186813187, pred: [0, 1]
name: sedan2door_0_45_-30_10_20_80_60_420.png, overlap_score: 184.41737820190858, pred: [0, 0]
name: sedan4door_-40_45_-30_10_15_80_60_420.png, overlap_score: 0.0, pred: [-40, -32]
name: hatchback_0_15_-8_10_15_230_60_420.png, overlap_score: 0.0, pred: [0, 1]
name: hatchback_-40_15_-8_10_20_80_30_420.png, overlap_score: 0.0, pred: [-40, -37]
name: sedan4door_0_23_-8_35_20_230_30_420.png, overlap_score: 0.0, pred: [0, -29]
name: sedan2door_-40_23_-8_35_15_80_30_420.png, overlap_score: 0.0, pred: [-40, -36]
name: sedan4door_0_15_-30_10_15_140_60_420.png, overlap_score: 149.74522292993632, pred: [0, 0]
name: sedan2door_0_23_-8_10_20_230_60_420.png, overlap_score: 202.425, pred: [0, -2]
name: suv_-40_15_-30_35_15_230_60_420.png, overlap_score: 0.0, pred: [-40, -34]
name: suv_0_45_-30_35_15_20_60_420.png, overlap_score: 232.48046066252587, pred: [0, -2]
name: suv_-20_23_-30_10_15_80_30_420.png, overlap_score: 26.55701895277867, pred: [-20, -23]
name: sedan4door_0_15_-30_10_20_140_60_420.png, overlap_score: 170.59872611464968, pred: [0, 0]
name: sedan4door_0_23_-8_10_20_20_60_420.png, overlap_score: 199.3637585897819, pred: [0, 0]
name: sedan2door_0_23_-8_35_15_140_30_420.png, overlap_score: 215.05882352941177, pred: [0, -8]
name: sedan4door_-40_45_-30_35_20_230_30_420.png, overlap_score: 0.0, pred: [-40, -40]
name: sedan2door_-20_45_-8_10_15_80_30_420.png, overlap_score: 197.2365029606409, pred: [-20, -22]
name: hybrid_-40_15_-8_35_15_20_60_420.png, overlap_score: 0.553523530846135, pred: [-40, -18]
name: sedan4door_-40_15_-8_35_20_230_60_420.png, overlap_score: 0.0, pred: [-40, -36]
name: hybrid_-40_45_-30_35_15_230_30_420.png, overlap_score: 3.7794117647058822, pred: [-40, -37]
name: sedan4door_-40_15_-30_10_15_20_30_420.png, overlap_score: 1.5709727684202717, pred: [-40, -36]
name: hybrid_-20_15_-8_10_15_80_30_420.png, overlap_score: 5.517981072555205, pred: [-20, -23]
name: sedan2door_0_45_-30_35_15_230_60_420.png, overlap_score: 255.0, pred: [0, -1]
name: suv_-20_15_-30_35_15_20_60_420.png, overlap_score: 105.97085060937303, pred: [-20, -17]
name: hybrid_-40_45_-8_35_15_230_60_420.png, overlap_score: 0.0, pred: [-40, -34]
name: suv_0_23_-30_10_20_20_30_420.png, overlap_score: 176.1371764305177, pred: [0, -4]
name: hybrid_-40_45_-30_10_15_80_60_420.png, overlap_score: 0.0, pred: [-40, -34]
name: sedan4door_-20_15_-30_10_20_20_30_420.png, overlap_score: 19.23025836235523, pred: [-20, -32]
name: hatchback_-20_23_-8_35_20_20_60_420.png, overlap_score: 228.75310254735467, pred: [-20, -21]
name: sedan2door_0_23_-8_10_15_230_60_420.png, overlap_score: 150.525, pred: [0, -2]
name: suv_0_15_-30_35_15_20_60_420.png, overlap_score: 233.21389751552795, pred: [0, -1]
name: sedan4door_0_45_-30_35_15_80_60_420.png, overlap_score: 233.26429404900816, pred: [0, 0]
name: sedan2door_-20_23_-30_10_15_80_60_420.png, overlap_score: 89.35921674544227, pred: [-20, -19]
name: hybrid_-40_23_-30_35_15_80_30_420.png, overlap_score: 0.0, pred: [-40, -39]
name: sedan2door_-20_45_-30_35_20_20_30_420.png, overlap_score: 125.17865862415626, pred: [-20, -24]
name: suv_0_45_-30_35_20_230_60_420.png, overlap_score: 39.164556962025316, pred: [0, -2]
name: suv_-40_45_-30_35_15_80_30_420.png, overlap_score: 0.0, pred: [-40, -39]
name: hatchback_-20_15_-8_10_20_20_30_420.png, overlap_score: 137.73660754888587, pred: [-20, -22]
name: sedan4door_-40_15_-8_35_20_140_30_420.png, overlap_score: 0.0, pred: [-40, -37]
name: suv_-40_45_-30_10_15_80_30_420.png, overlap_score: 0.0, pred: [-40, -37]
name: hybrid_0_15_-30_10_20_80_60_420.png, overlap_score: 188.93604060913705, pred: [0, 0]
name: suv_0_15_-30_10_20_20_30_420.png, overlap_score: 204.6524182561308, pred: [0, -5]
name: hybrid_0_23_-8_35_15_80_60_420.png, overlap_score: 230.56091370558374, pred: [0, 0]
name: hatchback_0_45_-8_10_20_80_60_420.png, overlap_score: 249.86700125470514, pred: [0, -2]
name: hybrid_-20_15_-8_35_15_20_60_420.png, overlap_score: 49.88211235414411, pred: [-20, -9]
name: sedan2door_-20_45_-8_35_15_230_60_420.png, overlap_score: 0.0, pred: [-20, -28]
name: sedan4door_-40_45_-8_35_20_20_60_420.png, overlap_score: 0.655187637969095, pred: [-40, -31]
name: hybrid_-20_45_-8_35_20_20_30_420.png, overlap_score: 122.26812677530273, pred: [-20, -16]
name: hatchback_-40_23_-30_10_15_140_30_420.png, overlap_score: 0.0, pred: [-40, -33]
name: hatchback_-20_45_-8_35_15_140_30_420.png, overlap_score: 0.0, pred: [-20, -5]
name: hatchback_0_45_-8_35_15_20_60_420.png, overlap_score: 243.32462749037336, pred: [0, -4]
name: sedan2door_-40_45_-30_10_20_140_30_420.png, overlap_score: 0.0, pred: [-40, -36]
name: sedan4door_0_45_-30_35_20_80_30_420.png, overlap_score: 244.3138357705287, pred: [0, -5]
name: hatchback_-20_45_-8_35_20_140_30_420.png, overlap_score: 0.0, pred: [-20, -6]
name: hatchback_0_23_-8_35_15_140_30_420.png, overlap_score: 0.0, pred: [0, 0]
name: suv_-20_15_-30_35_20_230_30_420.png, overlap_score: 255.0, pred: [-20, -11]
name: hatchback_-40_45_-30_35_15_80_30_420.png, overlap_score: 0.0, pred: [-40, -41]
name: sedan2door_-40_15_-8_35_20_80_60_420.png, overlap_score: 0.0, pred: [-40, -37]
name: hatchback_-40_45_-8_10_15_140_60_420.png, overlap_score: 0.0, pred: [-40, -30]
name: hatchback_-20_23_-30_10_15_20_60_420.png, overlap_score: 156.2615937295885, pred: [-20, -18]
name: suv_-20_15_-8_10_15_140_60_420.png, overlap_score: 0.0, pred: [-20, -11]
name: hybrid_-40_15_-30_10_15_140_60_420.png, overlap_score: 0.0, pred: [-40, -31]
name: hybrid_0_45_-8_35_15_80_30_420.png, overlap_score: 254.82415005861665, pred: [0, -1]
name: sedan2door_-20_23_-8_35_20_80_30_420.png, overlap_score: 1.370254266805991, pred: [-20, -19]
name: hybrid_-40_45_-8_35_15_20_60_420.png, overlap_score: 6.504511094854913, pred: [-40, -19]
name: suv_0_15_-30_10_20_20_60_420.png, overlap_score: 237.02277432712216, pred: [0, -2]
name: hatchback_0_15_-8_35_20_140_60_420.png, overlap_score: 196.01169590643275, pred: [0, 1]
name: sedan2door_0_23_-8_35_20_140_30_420.png, overlap_score: 239.8235294117647, pred: [0, -7]
name: hatchback_-40_45_-8_10_15_230_60_420.png, overlap_score: 0.0, pred: [-40, -35]
name: hybrid_-40_23_-30_10_15_20_30_420.png, overlap_score: 200.2956921790046, pred: [-40, -27]
name: sedan2door_-40_23_-8_35_15_20_60_420.png, overlap_score: 0.32545167939856917, pred: [-40, -25]
name: hatchback_0_15_-8_35_20_230_30_420.png, overlap_score: 255.0, pred: [0, -26]
name: sedan2door_-40_45_-30_35_20_230_30_420.png, overlap_score: None, pred: [-40, -30]
name: hatchback_-20_23_-30_10_15_80_60_420.png, overlap_score: 0.0, pred: [-20, -20]
name: suv_-20_45_-8_10_20_140_30_420.png, overlap_score: 0.1951219512195122, pred: [-20, -20]
name: sedan4door_0_15_-30_10_20_230_60_420.png, overlap_score: 0.0, pred: [0, -1]
name: suv_0_45_-30_35_20_80_30_420.png, overlap_score: 185.09454949944381, pred: [0, -25]
name: sedan4door_0_45_-30_10_20_230_30_420.png, overlap_score: 0.0, pred: [0, -33]
name: sedan2door_-40_23_-30_10_20_20_30_420.png, overlap_score: 80.29945576509303, pred: [-40, -23]
name: sedan4door_-20_45_-8_35_15_80_60_420.png, overlap_score: 12.344319503683598, pred: [-20, -20]
name: hatchback_-20_23_-30_35_20_230_30_420.png, overlap_score: 237.13924050632912, pred: [-20, -30]
name: suv_-40_23_-8_35_20_230_60_420.png, overlap_score: 0.0, pred: [-40, -36]
name: suv_-40_45_-8_10_15_80_60_420.png, overlap_score: 0.0, pred: [-40, -33]
name: hybrid_0_23_-8_10_15_20_30_420.png, overlap_score: 213.20993406593408, pred: [0, 0]
name: hatchback_0_15_-30_35_15_80_30_420.png, overlap_score: 55.36682242990654, pred: [0, -11]
name: hybrid_-20_15_-8_35_15_140_60_420.png, overlap_score: 0.0, pred: [-20, -7]
name: sedan4door_0_45_-30_35_20_20_30_420.png, overlap_score: 106.96685242121445, pred: [0, -4]
name: suv_0_45_-8_35_15_80_60_420.png, overlap_score: 207.984230560087, pred: [0, -1]
name: sedan4door_-40_23_-30_10_15_20_30_420.png, overlap_score: 4.927060918602063, pred: [-40, -35]
