name: hatchback_-30_45_-36_10_15_20_30_420.png, overlap_score: 0.0, pred: [-30, -21]
name: hatchback_-17_15_-4_35_15_20_60_420.png, overlap_score: 0.0, pred: [-17, -16]
name: hatchback_-30_45_-36_35_20_140_60_420.png, overlap_score: 14.372881355932204, pred: [-30, -24]
name: hatchback_-17_15_-22_35_20_20_60_420.png, overlap_score: 0.09584158415841584, pred: [-17, -21]
name: suv_-50_45_-22_35_20_20_60_420.png, overlap_score: 0.0, pred: [-50, -23]
name: suv_-17_45_-22_35_15_140_60_420.png, overlap_score: 0.0, pred: [-17, -27]
name: hybrid_-50_45_-4_35_20_20_60_420.png, overlap_score: None, pred: [-50, -17]
name: suv_-50_15_-22_35_15_140_30_420.png, overlap_score: None, pred: [-50, -7]
name: sedan2door_-17_15_-36_10_15_80_30_420.png, overlap_score: None, pred: [-17, -15]
name: hatchback_-30_15_-22_35_20_20_60_420.png, overlap_score: 0.6846915460776847, pred: [-30, -26]
name: hybrid_-17_45_-22_35_20_80_30_420.png, overlap_score: None, pred: [-17, -10]
name: sedan2door_-17_15_-36_35_20_20_30_420.png, overlap_score: None, pred: [-17, -10]
name: suv_-17_45_-4_35_20_20_60_420.png, overlap_score: 10.649104683195592, pred: [-17, -9]
name: suv_-30_15_-4_10_20_20_60_420.png, overlap_score: 0.0, pred: [-30, -8]
name: sedan2door_-30_15_-36_35_15_140_30_420.png, overlap_score: None, pred: [-30, -15]
name: suv_-30_15_-4_10_15_20_30_420.png, overlap_score: 6.387480916030534, pred: [-30, -21]
name: sedan4door_-30_45_-36_35_15_20_30_420.png, overlap_score: 103.44415461228361, pred: [-30, -26]
name: hatchback_-17_45_-36_10_20_20_30_420.png, overlap_score: 1.6263853652022966, pred: [-17, -28]
name: suv_-50_15_-22_35_15_80_60_420.png, overlap_score: 73.21541950113378, pred: [-50, -13]
name: sedan4door_-30_15_-36_35_15_140_60_420.png, overlap_score: 69.14366197183098, pred: [-30, -24]
name: sedan2door_-50_45_-36_10_20_230_30_420.png, overlap_score: None, pred: [-50, -21]
name: hybrid_-30_15_-36_10_15_20_60_420.png, overlap_score: None, pred: [-30, -19]
name: sedan4door_-50_15_-4_35_15_230_60_420.png, overlap_score: 17.03614457831325, pred: [-50, -5]
name: hybrid_-17_15_-22_35_20_140_60_420.png, overlap_score: None, pred: [-17, -16]
name: hybrid_-50_45_-36_10_15_80_30_420.png, overlap_score: None, pred: [-50, -12]
name: hybrid_-17_15_-36_10_20_20_30_420.png, overlap_score: None, pred: [-17, -25]
name: sedan4door_-17_45_-22_35_20_80_60_420.png, overlap_score: 2.5519591141396933, pred: [-17, -22]
name: sedan4door_-50_45_-4_10_20_140_30_420.png, overlap_score: None, pred: [-50, -9]
name: suv_-30_15_-4_35_15_230_30_420.png, overlap_score: None, pred: [-30, -4]
name: suv_-30_15_-36_10_15_230_60_420.png, overlap_score: 242.74295190713102, pred: [-30, -29]
name: sedan4door_-17_15_-22_35_15_80_30_420.png, overlap_score: 19.798188874514878, pred: [-17, -7]
name: hybrid_-30_45_-4_35_20_80_30_420.png, overlap_score: None, pred: [-30, -14]
name: sedan4door_-17_15_-22_10_20_230_30_420.png, overlap_score: 0.0, pred: [-17, -19]
name: suv_-17_15_-36_10_20_140_30_420.png, overlap_score: None, pred: [-17, -14]
name: sedan2door_-50_15_-36_10_15_230_60_420.png, overlap_score: None, pred: [-50, -16]
name: sedan2door_-30_45_-4_10_20_80_30_420.png, overlap_score: None, pred: [-30, -17]
name: suv_-30_15_-36_35_15_140_30_420.png, overlap_score: None, pred: [-30, -10]
name: hatchback_-30_45_-36_35_15_20_30_420.png, overlap_score: 204.84114805342426, pred: [-30, -25]
name: sedan2door_-17_45_-22_10_20_20_30_420.png, overlap_score: None, pred: [-17, -7]
name: sedan4door_-50_15_-22_35_15_140_60_420.png, overlap_score: 0.0, pred: [-50, -16]
name: suv_-17_45_-22_35_15_20_30_420.png, overlap_score: 2.668557094557749, pred: [-17, -22]
name: sedan4door_-17_45_-22_35_15_20_30_420.png, overlap_score: 0.199698568198945, pred: [-17, -24]
name: hatchback_-30_15_-22_10_15_20_30_420.png, overlap_score: 1.1768739286270844, pred: [-30, -29]
name: sedan2door_-50_45_-36_10_20_80_30_420.png, overlap_score: None, pred: [-50, -16]
name: suv_-50_15_-22_10_15_80_60_420.png, overlap_score: 104.20445956160242, pred: [-50, -12]
name: hybrid_-30_15_-4_35_20_140_30_420.png, overlap_score: None, pred: [-30, -19]
name: sedan4door_-30_15_-22_10_20_230_60_420.png, overlap_score: 0.6833855799373041, pred: [-30, -23]
name: hatchback_-50_45_-22_10_15_80_30_420.png, overlap_score: 11.195994277539342, pred: [-50, -17]
name: hybrid_-30_45_-22_10_15_20_30_420.png, overlap_score: None, pred: [-30, -25]
name: sedan4door_-17_15_-36_10_15_20_60_420.png, overlap_score: 0.0, pred: [-17, -32]
name: sedan4door_-30_45_-36_10_20_230_30_420.png, overlap_score: 23.408450704225352, pred: [-30, -21]
name: hatchback_-30_45_-4_35_20_140_30_420.png, overlap_score: 0.0, pred: [-30, -10]
name: sedan4door_-30_15_-36_35_20_80_30_420.png, overlap_score: 38.413486005089055, pred: [-30, -25]
name: sedan4door_-30_45_-22_35_15_230_30_420.png, overlap_score: 0.0, pred: [-30, -15]
name: hybrid_-50_45_-22_35_15_20_60_420.png, overlap_score: None, pred: [-50, -17]
name: sedan4door_-50_45_-4_10_20_80_60_420.png, overlap_score: 22.243938280675973, pred: [-50, -4]
name: sedan2door_-50_15_-36_10_15_230_30_420.png, overlap_score: None, pred: [-50, -21]
name: suv_-50_45_-22_10_15_20_30_420.png, overlap_score: 76.93371855880353, pred: [-50, -34]
name: hybrid_-50_45_-22_35_20_140_30_420.png, overlap_score: None, pred: [-50, -14]
name: suv_-30_45_-22_35_20_80_60_420.png, overlap_score: 48.53892668178383, pred: [-30, -9]
name: hatchback_-30_15_-36_35_20_140_60_420.png, overlap_score: 0.0, pred: [-30, -23]
name: sedan2door_-50_45_-22_35_20_20_30_420.png, overlap_score: None, pred: [-50, -12]
name: hybrid_-30_15_-22_10_20_230_60_420.png, overlap_score: None, pred: [-30, -17]
name: hatchback_-50_45_-36_10_20_20_30_420.png, overlap_score: 9.213271436373565, pred: [-50, -30]
name: sedan4door_-30_15_-36_10_20_230_60_420.png, overlap_score: 1.8143194335169157, pred: [-30, -35]
name: hatchback_-50_45_-22_35_20_80_30_420.png, overlap_score: 4.689556509298998, pred: [-50, -18]
name: suv_-50_15_-36_35_15_80_30_420.png, overlap_score: 54.06642728904848, pred: [-50, -27]
name: hybrid_-50_15_-22_10_20_140_30_420.png, overlap_score: None, pred: [-50, -14]
name: suv_-30_45_-4_10_20_20_60_420.png, overlap_score: 0.0, pred: [-30, -8]
name: sedan4door_-30_15_-22_10_20_230_30_420.png, overlap_score: 0.0, pred: [-30, -18]
name: hybrid_-50_15_-36_10_20_20_60_420.png, overlap_score: None, pred: [-50, -17]
name: suv_-30_15_-4_35_15_140_30_420.png, overlap_score: None, pred: [-30, -12]
name: hybrid_-50_15_-4_35_20_80_30_420.png, overlap_score: None, pred: [-50, -12]
name: sedan2door_-30_15_-36_10_20_80_30_420.png, overlap_score: None, pred: [-30, -18]
name: hatchback_-17_15_-4_35_20_80_60_420.png, overlap_score: 222.2453781512605, pred: [-17, 0]
name: hybrid_-17_15_-4_10_15_230_60_420.png, overlap_score: None, pred: [-17, -16]
name: suv_-50_15_-36_35_20_80_60_420.png, overlap_score: 31.5811163275952, pred: [-50, -25]
name: hybrid_-50_45_-4_35_15_230_60_420.png, overlap_score: None, pred: [-50, -15]
name: sedan4door_-30_15_-4_10_20_80_60_420.png, overlap_score: 9.450404114621602, pred: [-30, -1]
name: hybrid_-30_15_-22_35_15_80_60_420.png, overlap_score: None, pred: [-30, -16]
name: hatchback_-17_15_-22_10_15_140_60_420.png, overlap_score: 0.0, pred: [-17, -22]
name: hybrid_-17_45_-22_35_15_20_60_420.png, overlap_score: None, pred: [-17, -18]
name: hybrid_-50_15_-22_35_15_20_60_420.png, overlap_score: None, pred: [-50, -17]
name: hybrid_-30_15_-22_10_20_230_30_420.png, overlap_score: None, pred: [-30, -19]
name: sedan4door_-30_45_-22_10_15_20_60_420.png, overlap_score: 0.0, pred: [-30, -21]
name: hybrid_-50_15_-36_35_15_230_30_420.png, overlap_score: None, pred: [-50, -24]
name: hybrid_-30_15_-4_10_15_140_60_420.png, overlap_score: None, pred: [-30, -17]
name: hatchback_-50_45_-36_10_20_230_60_420.png, overlap_score: 211.86256983240224, pred: [-50, -32]
name: sedan2door_-50_45_-4_10_20_230_30_420.png, overlap_score: None, pred: [-50, -20]
name: hatchback_-17_45_-4_10_20_140_30_420.png, overlap_score: 254.98701298701297, pred: [-17, -3]
name: hatchback_-50_15_-4_35_15_20_60_420.png, overlap_score: 0.0, pred: [-50, -13]
name: suv_-30_45_-36_35_20_20_60_420.png, overlap_score: 55.104851921865155, pred: [-30, -18]
name: hybrid_-17_15_-22_35_20_20_60_420.png, overlap_score: None, pred: [-17, -18]
name: hatchback_-17_15_-4_35_15_80_60_420.png, overlap_score: 76.290756302521, pred: [-17, 1]
name: hybrid_-17_45_-4_35_20_230_60_420.png, overlap_score: None, pred: [-17, -16]
name: suv_-17_15_-22_35_20_80_30_420.png, overlap_score: 252.55416666666667, pred: [-17, -27]
name: hybrid_-17_15_-4_10_20_230_30_420.png, overlap_score: None, pred: [-17, -17]
name: sedan2door_-50_15_-4_35_15_20_30_420.png, overlap_score: None, pred: [-50, -16]
name: sedan2door_-17_45_-36_35_15_20_30_420.png, overlap_score: None, pred: [-17, -8]
name: hybrid_-17_15_-36_10_15_140_30_420.png, overlap_score: None, pred: [-17, -19]
name: sedan4door_-30_45_-22_10_15_230_30_420.png, overlap_score: 0.0, pred: [-30, -13]
name: sedan4door_-50_45_-36_10_15_80_30_420.png, overlap_score: 45.81613508442777, pred: [-50, -15]
name: sedan2door_-30_15_-22_10_15_80_30_420.png, overlap_score: None, pred: [-30, -17]
name: hybrid_-17_45_-36_35_15_140_30_420.png, overlap_score: None, pred: [-17, -20]
name: suv_-17_45_-4_10_15_80_30_420.png, overlap_score: 2.756043956043956, pred: [-17, -21]
name: hybrid_-17_15_-36_35_20_80_60_420.png, overlap_score: None, pred: [-17, -17]
name: hybrid_-30_15_-4_35_15_80_60_420.png, overlap_score: None, pred: [-30, -17]
name: sedan4door_-30_15_-4_10_15_80_30_420.png, overlap_score: 0.0, pred: [-30, -2]
name: hybrid_-17_45_-22_10_20_230_60_420.png, overlap_score: None, pred: [-17, -16]
name: sedan2door_-30_15_-4_10_15_20_30_420.png, overlap_score: None, pred: [-30, -12]
name: hatchback_-30_45_-4_35_15_80_60_420.png, overlap_score: 226.4327731092437, pred: [-30, 3]
name: sedan4door_-50_15_-22_10_20_80_60_420.png, overlap_score: 224.3807662236122, pred: [-50, -21]
name: hatchback_-50_45_-22_35_15_20_30_420.png, overlap_score: 20.385072851620578, pred: [-50, -34]
name: hybrid_-50_15_-22_10_20_230_30_420.png, overlap_score: None, pred: [-50, -21]
name: sedan4door_-30_45_-22_35_15_140_30_420.png, overlap_score: 0.0, pred: [-30, -8]
name: sedan4door_-17_45_-36_10_20_230_30_420.png, overlap_score: 0.009389671361502348, pred: [-17, -21]
name: sedan4door_-30_15_-36_35_15_80_60_420.png, overlap_score: 1.3851727982162765, pred: [-30, -38]
name: sedan4door_-17_15_-22_35_15_20_60_420.png, overlap_score: 2.684310618066561, pred: [-17, -21]
name: hybrid_-50_45_-36_35_15_230_30_420.png, overlap_score: None, pred: [-50, -25]
name: sedan4door_-50_45_-22_35_20_230_60_420.png, overlap_score: 0.0, pred: [-50, -21]
name: hatchback_-17_45_-22_35_20_20_30_420.png, overlap_score: 0.003803950256035113, pred: [-17, -36]
name: hybrid_-17_45_-22_10_20_80_30_420.png, overlap_score: None, pred: [-17, -10]
name: sedan2door_-17_45_-36_35_20_80_30_420.png, overlap_score: None, pred: [-17, -16]
name: hatchback_-30_15_-4_10_20_140_60_420.png, overlap_score: 0.0, pred: [-30, 0]
name: suv_-30_45_-22_10_20_230_60_420.png, overlap_score: 179.6869340232859, pred: [-30, -19]
name: suv_-30_45_-36_10_15_80_30_420.png, overlap_score: 254.62446043165468, pred: [-30, -37]
name: hatchback_-50_15_-36_10_20_80_30_420.png, overlap_score: 4.760349854227405, pred: [-50, -34]
name: hatchback_-30_15_-4_10_20_20_30_420.png, overlap_score: 0.2695417789757412, pred: [-30, -28]
name: sedan4door_-17_15_-36_35_15_80_60_420.png, overlap_score: 106.57585974376265, pred: [-17, -37]
name: suv_-17_15_-36_10_15_20_30_420.png, overlap_score: 38.54121589277166, pred: [-17, -24]
name: sedan2door_-17_15_-4_10_20_80_30_420.png, overlap_score: None, pred: [-17, -15]
name: hybrid_-50_45_-22_10_20_20_30_420.png, overlap_score: None, pred: [-50, -22]
name: hybrid_-50_45_-4_10_20_230_30_420.png, overlap_score: None, pred: [-50, -22]
name: suv_-17_45_-22_10_20_80_30_420.png, overlap_score: 253.73611111111111, pred: [-17, -28]
name: sedan2door_-50_45_-22_35_15_230_60_420.png, overlap_score: None, pred: [-50, -16]
name: hatchback_-17_15_-22_10_15_80_30_420.png, overlap_score: 207.04701627486438, pred: [-17, -23]
name: sedan4door_-50_15_-4_35_15_20_60_420.png, overlap_score: 0.0, pred: [-50, -18]
name: hatchback_-17_45_-4_35_20_230_60_420.png, overlap_score: 145.43478260869566, pred: [-17, 0]
name: sedan4door_-50_15_-36_10_15_230_60_420.png, overlap_score: 0.0, pred: [-50, -32]
name: sedan2door_-30_15_-4_35_15_140_60_420.png, overlap_score: None, pred: [-30, -19]
name: sedan4door_-17_15_-22_10_15_20_60_420.png, overlap_score: 0.0, pred: [-17, -19]
name: sedan2door_-50_15_-36_10_15_80_30_420.png, overlap_score: None, pred: [-50, -14]
name: hatchback_-30_45_-4_10_20_80_30_420.png, overlap_score: 0.0, pred: [-30, -15]
name: hatchback_-30_45_-22_10_20_80_60_420.png, overlap_score: 4.920978363123236, pred: [-30, -14]
name: sedan4door_-50_15_-22_35_20_20_60_420.png, overlap_score: 0.018986458187910095, pred: [-50, -24]
name: sedan2door_-30_45_-4_35_20_20_30_420.png, overlap_score: None, pred: [-30, -7]
name: sedan4door_-50_15_-4_10_20_230_60_420.png, overlap_score: 20.224899598393574, pred: [-50, -3]
name: sedan2door_-17_45_-36_10_15_230_30_420.png, overlap_score: None, pred: [-17, -17]
name: sedan4door_-30_45_-4_35_15_140_30_420.png, overlap_score: None, pred: [-30, -4]
name: sedan2door_-17_45_-36_35_15_230_60_420.png, overlap_score: None, pred: [-17, -16]
name: hybrid_-30_15_-4_10_20_80_60_420.png, overlap_score: None, pred: [-30, -17]
name: sedan2door_-17_45_-36_10_20_230_60_420.png, overlap_score: None, pred: [-17, -16]
name: sedan2door_-30_15_-22_35_15_140_30_420.png, overlap_score: None, pred: [-30, -16]
name: suv_-30_15_-22_10_15_80_60_420.png, overlap_score: 128.98828420256993, pred: [-30, -10]
name: suv_-17_15_-36_10_20_230_60_420.png, overlap_score: 253.6334991708126, pred: [-17, -27]
name: hybrid_-17_45_-22_35_20_140_30_420.png, overlap_score: None, pred: [-17, -19]
name: hatchback_-50_45_-4_35_20_140_60_420.png, overlap_score: 0.0, pred: [-50, -4]
name: sedan4door_-17_45_-22_10_20_230_60_420.png, overlap_score: 13.832810867293626, pred: [-17, -18]
name: hatchback_-50_15_-36_35_20_230_30_420.png, overlap_score: 1.2444444444444445, pred: [-50, -26]
name: hybrid_-17_45_-4_35_15_140_60_420.png, overlap_score: None, pred: [-17, -17]
name: sedan2door_-50_45_-4_10_20_20_30_420.png, overlap_score: None, pred: [-50, -12]
name: suv_-30_45_-4_35_15_20_60_420.png, overlap_score: 0.0, pred: [-30, -15]
name: sedan4door_-30_15_-36_10_20_230_30_420.png, overlap_score: 9.328638497652582, pred: [-30, -23]
name: hybrid_-17_45_-36_35_20_230_60_420.png, overlap_score: None, pred: [-17, -16]
name: suv_-30_45_-36_10_20_230_30_420.png, overlap_score: 0.0, pred: [-30, -1]
name: hybrid_-17_45_-36_10_20_140_60_420.png, overlap_score: None, pred: [-17, -17]
name: suv_-50_15_-36_35_20_20_60_420.png, overlap_score: 10.33090867105415, pred: [-50, -20]
name: sedan4door_-50_15_-4_10_20_140_60_420.png, overlap_score: 0.0, pred: [-50, -4]
name: hybrid_-30_45_-36_10_20_140_30_420.png, overlap_score: None, pred: [-30, -18]
name: suv_-17_45_-36_35_20_80_60_420.png, overlap_score: 3.066830165542612, pred: [-17, -22]
name: sedan4door_-50_15_-36_35_15_140_30_420.png, overlap_score: 0.0, pred: [-50, -22]
name: hatchback_-30_15_-36_35_15_80_30_420.png, overlap_score: 166.4798534798535, pred: [-30, -32]
name: hatchback_-50_15_-36_10_15_230_60_420.png, overlap_score: 193.668156424581, pred: [-50, -32]
name: hybrid_-30_45_-36_35_20_20_60_420.png, overlap_score: None, pred: [-30, -19]
name: sedan2door_-30_45_-22_10_15_20_30_420.png, overlap_score: None, pred: [-30, -9]
name: hybrid_-50_15_-36_10_15_20_60_420.png, overlap_score: None, pred: [-50, -17]
name: hybrid_-17_15_-4_35_20_140_60_420.png, overlap_score: None, pred: [-17, -16]
name: hybrid_-30_15_-22_35_20_140_60_420.png, overlap_score: None, pred: [-30, -17]
name: suv_-50_45_-22_35_15_20_30_420.png, overlap_score: 11.32449580784047, pred: [-50, -34]
name: sedan2door_-17_45_-36_35_15_230_30_420.png, overlap_score: None, pred: [-17, -16]
name: suv_-30_45_-4_35_15_140_30_420.png, overlap_score: None, pred: [-30, -11]
name: sedan2door_-30_45_-36_35_20_140_30_420.png, overlap_score: None, pred: [-30, -7]
name: sedan2door_-17_45_-36_10_15_140_30_420.png, overlap_score: None, pred: [-17, -13]
name: suv_-30_15_-22_10_20_80_60_420.png, overlap_score: 98.53703703703704, pred: [-30, -8]
name: hybrid_-17_15_-22_10_15_230_60_420.png, overlap_score: None, pred: [-17, -16]
name: sedan4door_-50_15_-36_35_20_80_60_420.png, overlap_score: 216.19230769230768, pred: [-50, -33]
name: hatchback_-30_15_-22_10_20_140_60_420.png, overlap_score: 0.0, pred: [-30, -19]
name: suv_-17_45_-4_35_15_140_30_420.png, overlap_score: None, pred: [-17, -13]
name: hybrid_-50_45_-36_10_20_140_30_420.png, overlap_score: None, pred: [-50, -14]
name: sedan2door_-17_45_-36_10_20_20_60_420.png, overlap_score: None, pred: [-17, -15]
name: hatchback_-30_15_-36_10_20_20_60_420.png, overlap_score: 0.7738910926794086, pred: [-30, -23]
name: hybrid_-30_15_-36_35_15_230_30_420.png, overlap_score: None, pred: [-30, -20]
name: sedan2door_-17_45_-4_10_15_80_60_420.png, overlap_score: None, pred: [-17, -16]
name: hatchback_-30_15_-22_35_15_230_30_420.png, overlap_score: 0.0, pred: [-30, -18]
name: hybrid_-17_45_-4_10_20_20_30_420.png, overlap_score: None, pred: [-17, -23]
name: hybrid_-30_15_-22_35_15_230_30_420.png, overlap_score: None, pred: [-30, -21]
name: hatchback_-30_45_-36_35_15_230_30_420.png, overlap_score: 99.67226890756302, pred: [-30, -23]
name: hybrid_-30_15_-4_35_20_80_30_420.png, overlap_score: None, pred: [-30, -15]
name: hatchback_-17_45_-22_10_20_80_60_420.png, overlap_score: 67.33847736625515, pred: [-17, -17]
name: hybrid_-17_15_-4_35_20_230_60_420.png, overlap_score: None, pred: [-17, -16]
name: sedan2door_-17_45_-36_35_15_140_30_420.png, overlap_score: None, pred: [-17, -13]
name: sedan4door_-30_45_-36_10_15_230_60_420.png, overlap_score: 0.16050354051927615, pred: [-30, -35]
name: suv_-30_45_-4_35_20_80_30_420.png, overlap_score: 129.29147286821706, pred: [-30, -11]
name: hybrid_-17_15_-36_35_20_140_60_420.png, overlap_score: None, pred: [-17, -16]
name: suv_-30_15_-36_10_20_20_30_420.png, overlap_score: 17.598858540562578, pred: [-30, -32]
name: suv_-17_15_-22_10_15_80_30_420.png, overlap_score: 224.78472222222223, pred: [-17, -26]
name: suv_-17_45_-36_10_15_80_60_420.png, overlap_score: 15.959534028203556, pred: [-17, -21]
name: hybrid_-17_45_-36_35_20_140_60_420.png, overlap_score: None, pred: [-17, -17]
name: suv_-50_45_-22_35_20_20_30_420.png, overlap_score: 0.3772943575798776, pred: [-50, -38]
name: hatchback_-50_15_-4_35_15_140_60_420.png, overlap_score: 0.0, pred: [-50, -5]
name: hatchback_-50_45_-4_10_15_20_30_420.png, overlap_score: 35.83823794908828, pred: [-50, -34]
name: sedan4door_-30_15_-22_35_15_140_60_420.png, overlap_score: 0.8616600790513834, pred: [-30, -20]
name: suv_-30_15_-22_10_20_230_30_420.png, overlap_score: None, pred: [-30, -5]
name: hybrid_-50_15_-4_10_15_20_60_420.png, overlap_score: None, pred: [-50, -17]
name: hybrid_-17_45_-22_10_20_20_30_420.png, overlap_score: None, pred: [-17, -24]
name: hybrid_-17_45_-4_10_20_230_60_420.png, overlap_score: None, pred: [-17, -16]
name: sedan4door_-30_15_-36_10_20_20_30_420.png, overlap_score: 43.37894237609675, pred: [-30, -30]
name: sedan4door_-30_45_-22_35_20_20_60_420.png, overlap_score: 0.0, pred: [-30, -22]
name: hybrid_-17_15_-22_35_15_140_30_420.png, overlap_score: None, pred: [-17, -19]
name: hybrid_-30_15_-4_10_15_80_60_420.png, overlap_score: None, pred: [-30, -17]
name: suv_-30_15_-36_35_15_230_60_420.png, overlap_score: 247.04145936981757, pred: [-30, -28]
name: sedan4door_-30_15_-22_35_20_230_30_420.png, overlap_score: 0.0, pred: [-30, -20]
name: sedan2door_-30_15_-36_10_15_140_30_420.png, overlap_score: None, pred: [-30, -15]
name: hatchback_-50_45_-22_10_20_140_60_420.png, overlap_score: 0.0, pred: [-50, -12]
name: sedan2door_-30_15_-4_10_15_80_30_420.png, overlap_score: None, pred: [-30, -17]
name: hybrid_-17_15_-22_10_15_140_30_420.png, overlap_score: None, pred: [-17, -19]
name: suv_-17_45_-22_10_20_20_30_420.png, overlap_score: 1.861489802595703, pred: [-17, -27]
name: hatchback_-50_45_-36_35_15_140_60_420.png, overlap_score: 0.0, pred: [-50, -20]
name: suv_-17_45_-36_10_15_80_30_420.png, overlap_score: 213.76098901098902, pred: [-17, -51]
name: sedan4door_-17_45_-22_10_20_140_30_420.png, overlap_score: 0.0, pred: [-17, -5]
name: hatchback_-50_45_-22_10_15_230_30_420.png, overlap_score: 0.0, pred: [-50, -22]
name: hybrid_-50_45_-4_35_20_140_60_420.png, overlap_score: None, pred: [-50, -15]
name: hybrid_-17_45_-22_35_15_80_60_420.png, overlap_score: None, pred: [-17, -19]
name: sedan2door_-17_15_-22_35_20_140_30_420.png, overlap_score: None, pred: [-17, -14]
name: hybrid_-30_45_-36_10_20_140_60_420.png, overlap_score: None, pred: [-30, -17]
name: sedan2door_-17_15_-22_35_15_20_60_420.png, overlap_score: None, pred: [-17, -15]
name: suv_-17_45_-22_35_15_140_30_420.png, overlap_score: None, pred: [-17, -13]
name: suv_-50_45_-4_10_20_80_30_420.png, overlap_score: 0.0, pred: [-50, 1]
name: sedan4door_-17_45_-22_35_20_20_30_420.png, overlap_score: 0.9186134137151469, pred: [-17, -23]
name: sedan4door_-30_15_-4_35_20_140_60_420.png, overlap_score: 0.10909090909090909, pred: [-30, -11]
name: hatchback_-50_45_-36_10_15_20_60_420.png, overlap_score: 0.22129436325678498, pred: [-50, -18]
name: suv_-17_15_-22_10_20_20_60_420.png, overlap_score: 0.8465487735310896, pred: [-17, -20]
name: hybrid_-30_45_-36_35_20_80_30_420.png, overlap_score: None, pred: [-30, -14]
name: hatchback_-30_45_-22_35_15_140_60_420.png, overlap_score: 0.0, pred: [-30, -23]
name: hatchback_-30_45_-36_10_15_230_60_420.png, overlap_score: 253.11061452513965, pred: [-30, -31]
name: sedan2door_-50_15_-4_35_15_140_30_420.png, overlap_score: None, pred: [-50, -16]
name: sedan2door_-17_15_-36_35_15_230_60_420.png, overlap_score: None, pred: [-17, -16]
name: hybrid_-30_45_-36_10_15_20_30_420.png, overlap_score: None, pred: [-30, -25]
name: hybrid_-30_45_-4_10_20_20_60_420.png, overlap_score: None, pred: [-30, -19]
name: sedan2door_-17_15_-36_35_15_140_30_420.png, overlap_score: None, pred: [-17, -16]
name: sedan2door_-50_15_-22_35_20_80_30_420.png, overlap_score: None, pred: [-50, -15]
name: hatchback_-17_45_-22_10_15_140_30_420.png, overlap_score: 1.7777777777777777, pred: [-17, -7]
name: sedan2door_-30_45_-4_35_15_230_30_420.png, overlap_score: None, pred: [-30, -19]
name: sedan4door_-50_45_-22_35_15_140_30_420.png, overlap_score: 0.0, pred: [-50, -15]
name: sedan2door_-30_15_-22_10_15_230_30_420.png, overlap_score: None, pred: [-30, -20]
name: hatchback_-17_45_-36_35_15_20_60_420.png, overlap_score: 0.10905730129390019, pred: [-17, -20]
name: hybrid_-17_15_-4_35_15_140_30_420.png, overlap_score: None, pred: [-17, -19]
name: sedan4door_-50_15_-22_35_20_80_60_420.png, overlap_score: 236.22361219702893, pred: [-50, -21]
name: suv_-50_45_-36_10_15_20_60_420.png, overlap_score: 18.81815032906131, pred: [-50, -21]
name: sedan4door_-17_45_-22_35_20_230_60_420.png, overlap_score: 15.072100313479623, pred: [-17, -19]
name: sedan2door_-50_15_-36_35_20_230_30_420.png, overlap_score: None, pred: [-50, -21]
name: hatchback_-17_45_-22_10_15_230_60_420.png, overlap_score: 251.05065359477123, pred: [-17, -18]
name: suv_-17_15_-22_35_20_230_60_420.png, overlap_score: 146.97283311772316, pred: [-17, -17]
name: sedan2door_-50_15_-36_10_20_230_30_420.png, overlap_score: None, pred: [-50, -21]
name: hatchback_-30_15_-4_35_20_230_60_420.png, overlap_score: 200.13664596273293, pred: [-30, -2]
name: hybrid_-50_45_-22_10_20_140_30_420.png, overlap_score: None, pred: [-50, -14]
name: sedan2door_-30_15_-22_35_15_230_60_420.png, overlap_score: None, pred: [-30, -17]
name: hybrid_-17_15_-4_10_15_140_30_420.png, overlap_score: None, pred: [-17, -19]
name: hatchback_-50_15_-36_10_20_140_60_420.png, overlap_score: 0.0, pred: [-50, -17]
name: hybrid_-30_45_-22_10_15_80_60_420.png, overlap_score: None, pred: [-30, -19]
name: hatchback_-17_45_-22_10_20_140_60_420.png, overlap_score: 0.6235294117647059, pred: [-17, -21]
name: suv_-30_15_-36_10_20_20_60_420.png, overlap_score: 53.94228103339635, pred: [-30, -16]
name: sedan4door_-30_45_-4_10_15_140_30_420.png, overlap_score: None, pred: [-30, -4]
name: sedan2door_-17_45_-4_35_15_140_30_420.png, overlap_score: None, pred: [-17, -13]
name: sedan2door_-50_15_-36_10_20_140_60_420.png, overlap_score: None, pred: [-50, -18]
name: suv_-50_45_-4_35_20_20_30_420.png, overlap_score: 3.87108064751349, pred: [-50, -30]
name: sedan4door_-50_15_-22_35_20_80_30_420.png, overlap_score: 0.0, pred: [-50, -10]
name: sedan4door_-50_45_-4_10_20_20_60_420.png, overlap_score: 4.794083812654067, pred: [-50, -16]
name: hybrid_-30_45_-22_10_15_80_30_420.png, overlap_score: None, pred: [-30, -14]
name: hybrid_-17_15_-36_10_15_230_30_420.png, overlap_score: None, pred: [-17, -18]
name: sedan4door_-30_45_-4_35_20_140_30_420.png, overlap_score: None, pred: [-30, -5]
name: sedan2door_-30_15_-4_35_20_140_60_420.png, overlap_score: None, pred: [-30, -19]
name: suv_-17_15_-36_10_15_80_60_420.png, overlap_score: 51.00613120784794, pred: [-17, -21]
name: suv_-50_45_-36_35_20_80_60_420.png, overlap_score: 19.426708398539386, pred: [-50, -25]
name: sedan2door_-30_45_-36_35_20_230_60_420.png, overlap_score: None, pred: [-30, -18]
