name: sedan4door_-20_23_-8_35_20_230_60_420.png, overlap_score: 177.94273215350964, pred: [-20, -23]
name: suv_0_23_-8_35_20_20_30_420.png, overlap_score: 91.61868745636491, pred: [0, -1]
name: suv_-40_23_-30_35_15_20_60_420.png, overlap_score: 110.62781363135527, pred: [-40, -20]
name: suv_0_23_-8_35_15_20_30_420.png, overlap_score: 82.13969048173144, pred: [0, -1]
name: sedan2door_0_15_-30_35_20_20_30_420.png, overlap_score: 91.93672003767365, pred: [0, 0]
name: sedan4door_-40_23_-30_10_20_80_30_420.png, overlap_score: 49.38481038328939, pred: [-40, -36]
name: hybrid_-40_45_-8_10_15_230_30_420.png, overlap_score: 67.18695335276968, pred: [-40, -41]
name: hatchback_-40_23_-8_10_20_230_30_420.png, overlap_score: 57.5789837538887, pred: [-40, -37]
name: sedan4door_-20_23_-8_35_15_140_30_420.png, overlap_score: 40.285616438356165, pred: [-20, -22]
name: hybrid_-40_45_-30_35_15_80_30_420.png, overlap_score: 49.89559483469182, pred: [-40, -33]
name: suv_-40_15_-30_10_20_230_60_420.png, overlap_score: 189.58666884495997, pred: [-40, -35]
name: sedan4door_-20_15_-30_10_20_230_30_420.png, overlap_score: 57.336589336589334, pred: [-20, -38]
name: sedan2door_-20_23_-8_35_15_230_30_420.png, overlap_score: None, pred: [-20, -20]
name: hatchback_-40_15_-8_35_20_230_30_420.png, overlap_score: 91.39883833494676, pred: [-40, -38]
name: sedan4door_-40_23_-30_10_20_230_30_420.png, overlap_score: 100.11023102310232, pred: [-40, -42]
name: suv_0_23_-8_35_20_80_30_420.png, overlap_score: 55.46726572528883, pred: [0, -2]
name: sedan2door_0_23_-30_10_15_230_30_420.png, overlap_score: None, pred: [0, -19]
name: sedan2door_-40_45_-8_35_20_20_60_420.png, overlap_score: 176.58700935267692, pred: [-40, -22]
name: hybrid_-20_23_-30_35_15_230_60_420.png, overlap_score: 156.92462207496376, pred: [-20, -13]
name: suv_-40_15_-30_35_20_140_30_420.png, overlap_score: 85.33802816901408, pred: [-40, -33]
name: hybrid_-20_45_-8_35_15_80_60_420.png, overlap_score: 54.63825363825364, pred: [-20, -21]
name: hybrid_-20_45_-30_35_20_20_60_420.png, overlap_score: 106.52367453263868, pred: [-20, -6]
name: sedan2door_-20_45_-30_35_15_20_30_420.png, overlap_score: 81.36673063326937, pred: [-20, -21]
name: hybrid_-20_15_-30_10_15_230_30_420.png, overlap_score: 108.87277580071175, pred: [-20, -38]
name: sedan2door_0_15_-8_35_20_80_60_420.png, overlap_score: 108.00660283922086, pred: [0, -1]
name: suv_-20_45_-30_35_15_20_30_420.png, overlap_score: 110.4681178765787, pred: [-20, -21]
name: hatchback_0_23_-30_10_15_140_60_420.png, overlap_score: 70.81911848883801, pred: [0, 2]
name: sedan2door_-20_45_-30_10_20_230_30_420.png, overlap_score: None, pred: [-20, -21]
name: sedan2door_-40_45_-8_10_20_140_30_420.png, overlap_score: 29.03305785123967, pred: [-40, -29]
name: hatchback_-20_23_-30_10_15_230_60_420.png, overlap_score: 47.74338447854125, pred: [-20, -25]
name: suv_-20_23_-30_10_20_230_60_420.png, overlap_score: 154.09152305542617, pred: [-20, -26]
name: hybrid_0_15_-8_35_15_20_60_420.png, overlap_score: 93.1301081039638, pred: [0, 0]
name: sedan4door_0_15_-30_35_15_230_60_420.png, overlap_score: 77.61724301279014, pred: [0, -1]
name: suv_0_15_-8_35_20_140_30_420.png, overlap_score: 31.413846153846155, pred: [0, 0]
name: suv_-20_23_-8_35_20_20_30_420.png, overlap_score: 83.78986548926994, pred: [-20, -20]
name: hatchback_-20_15_-8_35_15_140_30_420.png, overlap_score: 79.112097304405, pred: [-20, -5]
name: sedan4door_-20_15_-8_10_20_140_60_420.png, overlap_score: 80.1893455706305, pred: [-20, -13]
name: hatchback_-20_45_-8_35_20_80_30_420.png, overlap_score: 68.1376704452111, pred: [-20, -16]
name: hatchback_0_45_-30_35_15_20_30_420.png, overlap_score: 82.43953375424964, pred: [0, -3]
name: hatchback_-20_15_-8_35_15_80_60_420.png, overlap_score: 45.33154259401381, pred: [-20, -13]
name: sedan4door_-20_45_-8_35_20_20_30_420.png, overlap_score: 137.47687845149775, pred: [-20, -31]
name: sedan4door_-20_15_-30_10_20_20_60_420.png, overlap_score: 59.87257926306769, pred: [-20, -15]
name: hatchback_0_15_-30_35_15_80_60_420.png, overlap_score: 122.16861527219584, pred: [0, -4]
name: hatchback_-40_15_-8_35_15_20_30_420.png, overlap_score: 149.5568716251524, pred: [-40, -34]
name: sedan2door_0_23_-30_35_15_80_30_420.png, overlap_score: 123.21144153225806, pred: [0, -2]
name: hatchback_0_15_-30_35_15_140_30_420.png, overlap_score: 34.13657957244656, pred: [0, -3]
name: sedan2door_-20_45_-8_35_15_80_30_420.png, overlap_score: 107.76660488106272, pred: [-20, -14]
name: sedan4door_-20_45_-30_10_20_20_60_420.png, overlap_score: 71.47103684661525, pred: [-20, -15]
name: sedan2door_0_23_-30_10_15_140_30_420.png, overlap_score: 23.361035422343324, pred: [0, -4]
name: hybrid_0_45_-8_10_20_140_60_420.png, overlap_score: 93.5755848830234, pred: [0, -1]
name: suv_0_45_-30_10_15_80_30_420.png, overlap_score: 15.778177150192555, pred: [0, -11]
name: hatchback_-20_23_-8_10_15_230_30_420.png, overlap_score: 47.3521472392638, pred: [-20, -31]
name: suv_-20_15_-30_10_20_20_30_420.png, overlap_score: 130.8416675223329, pred: [-20, -21]
name: hatchback_0_45_-30_35_15_80_30_420.png, overlap_score: 109.29546625450799, pred: [0, -6]
name: sedan2door_0_15_-30_10_20_20_30_420.png, overlap_score: 89.28543677890275, pred: [0, 1]
name: hatchback_0_23_-30_35_15_80_30_420.png, overlap_score: 94.7552807831015, pred: [0, -6]
name: sedan2door_-20_23_-30_35_20_140_30_420.png, overlap_score: 25.98416050686378, pred: [-20, -31]
name: hybrid_-40_15_-30_35_15_80_30_420.png, overlap_score: 45.60518362487407, pred: [-40, -32]
name: sedan2door_-40_23_-8_10_15_230_60_420.png, overlap_score: 142.62626262626262, pred: [-40, -34]
name: hatchback_-20_15_-8_35_15_230_60_420.png, overlap_score: 27.340898976412994, pred: [-20, -24]
name: hatchback_0_15_-8_35_15_140_30_420.png, overlap_score: 34.27434679334917, pred: [0, -2]
name: sedan2door_0_23_-8_10_15_230_30_420.png, overlap_score: None, pred: [0, -21]
name: sedan4door_-20_15_-30_35_20_20_30_420.png, overlap_score: 116.82473364199252, pred: [-20, -31]
name: sedan2door_-40_45_-30_35_15_140_60_420.png, overlap_score: 26.678893313770697, pred: [-40, -36]
name: sedan2door_0_23_-30_35_20_80_60_420.png, overlap_score: 93.12941564872895, pred: [0, 0]
name: hybrid_-20_23_-8_35_15_20_60_420.png, overlap_score: 132.4118142813362, pred: [-20, -6]
name: sedan4door_0_15_-30_35_20_230_30_420.png, overlap_score: 32.568642160540136, pred: [0, -35]
name: sedan2door_-20_15_-30_10_15_80_60_420.png, overlap_score: 133.08644136259593, pred: [-20, -18]
name: sedan2door_-20_23_-8_35_15_20_60_420.png, overlap_score: 101.975074319689, pred: [-20, -22]
name: sedan2door_-20_45_-30_10_15_230_30_420.png, overlap_score: None, pred: [-20, -22]
name: sedan2door_-20_23_-30_10_15_230_30_420.png, overlap_score: None, pred: [-20, -22]
name: hatchback_0_15_-30_35_20_230_30_420.png, overlap_score: 38.71017699115044, pred: [0, -28]
name: suv_-20_23_-8_10_20_80_30_420.png, overlap_score: 38.59842863378437, pred: [-20, -20]
name: suv_0_15_-30_10_15_20_60_420.png, overlap_score: 51.76888958057739, pred: [0, 0]
name: sedan2door_-40_45_-8_10_20_20_30_420.png, overlap_score: 96.11492289015781, pred: [-40, -25]
name: hatchback_-40_15_-30_35_20_20_30_420.png, overlap_score: 155.6909365383499, pred: [-40, -35]
name: hybrid_0_23_-8_10_15_230_60_420.png, overlap_score: 24.875573921028465, pred: [0, -3]
name: hatchback_0_15_-8_10_15_140_60_420.png, overlap_score: 67.0080137378363, pred: [0, 1]
name: hybrid_0_23_-30_35_15_20_60_420.png, overlap_score: 89.71555623706203, pred: [0, 0]
name: sedan2door_0_15_-8_10_20_230_30_420.png, overlap_score: None, pred: [0, -17]
name: sedan2door_-40_45_-8_35_20_80_60_420.png, overlap_score: 138.7335873707131, pred: [-40, -37]
name: sedan4door_0_23_-8_35_20_140_30_420.png, overlap_score: 23.268387096774195, pred: [0, -4]
name: sedan2door_-20_45_-8_35_15_230_30_420.png, overlap_score: None, pred: [-20, -23]
name: sedan4door_0_15_-30_10_15_140_30_420.png, overlap_score: 25.939354838709676, pred: [0, -6]
name: suv_0_23_-30_35_20_80_60_420.png, overlap_score: 61.31406486304823, pred: [0, -5]
name: sedan2door_-40_15_-8_35_20_230_30_420.png, overlap_score: None, pred: [-40, -26]
name: sedan2door_-40_15_-30_35_20_80_60_420.png, overlap_score: 134.34784975503538, pred: [-40, -37]
name: suv_0_23_-30_35_20_80_30_420.png, overlap_score: 42.18818998716303, pred: [0, -9]
name: sedan4door_0_45_-30_10_15_140_30_420.png, overlap_score: 26.889032258064518, pred: [0, -6]
name: sedan4door_-40_45_-30_35_15_140_30_420.png, overlap_score: 42.6312979646313, pred: [-40, -37]
name: sedan4door_-20_23_-8_10_15_140_30_420.png, overlap_score: 33.99280821917808, pred: [-20, -25]
name: sedan2door_-40_15_-30_10_20_80_60_420.png, overlap_score: 134.1991290146979, pred: [-40, -37]
name: hybrid_-20_23_-30_10_20_20_60_420.png, overlap_score: 131.9422310756972, pred: [-20, -6]
name: hatchback_0_45_-8_35_20_80_60_420.png, overlap_score: 140.6362805991962, pred: [0, 0]
name: sedan2door_-20_15_-30_10_15_140_30_420.png, overlap_score: 26.56282998944034, pred: [-20, -31]
name: sedan4door_-40_23_-8_10_15_80_60_420.png, overlap_score: 80.91391112658081, pred: [-40, -33]
name: sedan2door_-20_23_-8_10_20_20_30_420.png, overlap_score: 87.26881123118876, pred: [-20, -19]
name: sedan2door_-40_23_-30_35_15_80_60_420.png, overlap_score: 133.60979858464887, pred: [-40, -38]
name: suv_0_23_-30_10_20_230_60_420.png, overlap_score: 78.0713525026624, pred: [0, -2]
name: sedan4door_0_23_-8_35_15_230_60_420.png, overlap_score: 127.2344860255803, pred: [0, 0]
name: sedan4door_-20_15_-30_35_15_20_30_420.png, overlap_score: 127.07658838623306, pred: [-20, -32]
name: sedan2door_-20_45_-8_35_20_230_30_420.png, overlap_score: None, pred: [-20, -23]
name: hybrid_-40_45_-8_35_15_230_30_420.png, overlap_score: 66.73068513119533, pred: [-40, -41]
name: hybrid_0_23_-30_10_15_230_60_420.png, overlap_score: 26.72451790633609, pred: [0, -2]
name: suv_0_45_-30_10_20_80_30_420.png, overlap_score: 14.910397946084723, pred: [0, -9]
name: hatchback_-40_23_-30_10_20_20_60_420.png, overlap_score: 81.2217017208413, pred: [-40, -19]
name: sedan2door_0_23_-30_35_15_20_60_420.png, overlap_score: 126.37523263027295, pred: [0, -1]
name: suv_0_23_-8_35_20_80_60_420.png, overlap_score: 66.15123508654008, pred: [0, -2]
name: sedan2door_0_45_-8_10_20_230_30_420.png, overlap_score: None, pred: [0, -19]
name: hatchback_-20_45_-8_35_15_230_30_420.png, overlap_score: 44.48660882685779, pred: [-20, -28]
name: sedan4door_-40_45_-8_35_20_140_60_420.png, overlap_score: 138.71824616594574, pred: [-40, -31]
name: hatchback_0_15_-30_35_20_140_60_420.png, overlap_score: 83.30910131654264, pred: [0, 1]
name: hybrid_-20_15_-8_35_20_80_30_420.png, overlap_score: 28.4314527119106, pred: [-20, -23]
name: hybrid_-40_45_-30_10_15_20_60_420.png, overlap_score: 99.81431378476421, pred: [-40, -15]
name: sedan2door_-20_15_-8_35_15_80_30_420.png, overlap_score: 88.6166203274637, pred: [-20, -9]
name: hybrid_0_15_-30_35_15_230_30_420.png, overlap_score: 88.33333333333333, pred: [0, -22]
name: sedan2door_-20_45_-30_10_20_230_60_420.png, overlap_score: 131.23362796303738, pred: [-20, -25]
name: hatchback_0_23_-8_10_15_230_60_420.png, overlap_score: 65.66447908121411, pred: [0, 0]
name: sedan2door_-20_45_-30_10_20_80_60_420.png, overlap_score: 130.34536151878282, pred: [-20, -18]
name: hybrid_0_45_-30_35_20_230_60_420.png, overlap_score: 44.69880624426079, pred: [0, -2]
name: sedan2door_0_23_-30_10_20_20_60_420.png, overlap_score: 116.71378722084367, pred: [0, -1]
name: suv_-40_45_-30_35_20_140_30_420.png, overlap_score: 86.26538176426983, pred: [-40, -36]
name: hybrid_0_45_-8_10_15_80_60_420.png, overlap_score: 130.1901509705248, pred: [0, 0]
name: hybrid_0_45_-30_10_20_140_60_420.png, overlap_score: 96.5620875824835, pred: [0, -1]
name: hybrid_-20_23_-8_10_15_140_30_420.png, overlap_score: 74.41032148900169, pred: [-20, -20]
name: suv_-20_15_-30_10_20_140_60_420.png, overlap_score: 38.270127763131214, pred: [-20, -14]
name: hatchback_-20_15_-30_35_20_230_60_420.png, overlap_score: 33.55103402268179, pred: [-20, -25]
name: suv_-40_15_-8_35_20_140_30_420.png, overlap_score: 87.91660489251298, pred: [-40, -33]
name: sedan4door_-20_23_-8_10_15_230_30_420.png, overlap_score: 71.47768924302788, pred: [-20, -27]
name: hybrid_-40_45_-30_35_15_230_60_420.png, overlap_score: 178.0938915794407, pred: [-40, -30]
name: sedan2door_-20_45_-30_35_15_80_60_420.png, overlap_score: 137.43193752524573, pred: [-20, -17]
name: sedan4door_-40_23_-8_10_20_80_30_420.png, overlap_score: 47.49462583654431, pred: [-40, -34]
name: hybrid_-20_15_-8_35_20_230_30_420.png, overlap_score: 100.41478000854336, pred: [-20, -38]
name: sedan2door_0_45_-8_35_15_80_60_420.png, overlap_score: 97.07824364476726, pred: [0, 0]
name: hybrid_0_45_-8_35_15_140_60_420.png, overlap_score: 97.15296940611877, pred: [0, -1]
name: hybrid_0_15_-30_35_15_80_60_420.png, overlap_score: 120.75539180445722, pred: [0, 0]
name: hatchback_-20_15_-30_35_20_80_60_420.png, overlap_score: 32.58204144282425, pred: [-20, -19]
name: suv_0_45_-8_10_15_20_60_420.png, overlap_score: 46.46907336808527, pred: [0, -3]
name: sedan2door_-20_15_-8_35_20_20_60_420.png, overlap_score: 107.60637243692355, pred: [-20, -22]
name: hatchback_0_23_-8_10_20_80_30_420.png, overlap_score: 118.38201957753735, pred: [0, 2]
name: hatchback_0_23_-30_35_15_140_60_420.png, overlap_score: 72.70406410990269, pred: [0, 1]
name: suv_0_15_-30_35_20_20_30_420.png, overlap_score: 104.16808238305795, pred: [0, -1]
name: sedan2door_-20_23_-8_35_15_80_60_420.png, overlap_score: 132.47475427494277, pred: [-20, -18]
name: sedan2door_-20_45_-8_35_20_230_60_420.png, overlap_score: 133.79288871032543, pred: [-20, -25]
name: hybrid_0_15_-8_35_15_140_60_420.png, overlap_score: 84.0869826034793, pred: [0, 0]
name: sedan4door_-40_23_-30_35_15_140_30_420.png, overlap_score: 41.53953953953954, pred: [-40, -37]
name: suv_0_23_-8_10_20_230_30_420.png, overlap_score: 114.22020520915548, pred: [0, -10]
name: hybrid_-20_45_-8_10_20_20_30_420.png, overlap_score: 104.92010336462398, pred: [-20, -18]
name: sedan2door_0_15_-8_35_15_20_30_420.png, overlap_score: 82.67259241817754, pred: [0, 0]
name: sedan2door_-20_15_-8_10_15_230_30_420.png, overlap_score: None, pred: [-20, -19]
name: suv_0_15_-8_35_15_80_30_420.png, overlap_score: 54.365340179717585, pred: [0, 0]
name: sedan2door_-40_15_-30_35_20_140_60_420.png, overlap_score: 25.892475372039403, pred: [-40, -34]
name: hatchback_-40_23_-30_10_15_20_60_420.png, overlap_score: 68.67877629063098, pred: [-40, -20]
name: hatchback_-20_23_-30_10_15_80_30_420.png, overlap_score: 37.5618531296205, pred: [-20, -17]
name: sedan4door_-40_45_-30_35_15_80_30_420.png, overlap_score: 51.73423240721963, pred: [-40, -38]
name: sedan4door_-20_45_-30_35_15_230_30_420.png, overlap_score: 32.44264705882353, pred: [-20, -37]
name: sedan4door_0_45_-8_10_15_140_60_420.png, overlap_score: 80.80700138185168, pred: [0, 0]
name: sedan2door_-20_23_-8_35_15_140_30_420.png, overlap_score: 24.908130939809926, pred: [-20, -31]
name: sedan4door_-20_23_-30_10_20_20_30_420.png, overlap_score: 157.48736542645173, pred: [-20, -31]
name: hatchback_-40_15_-8_35_15_20_60_420.png, overlap_score: 60.865200764818354, pred: [-40, -19]
name: hybrid_-40_15_-30_10_20_20_60_420.png, overlap_score: 122.31945284159613, pred: [-40, -16]
name: sedan2door_-20_15_-8_35_20_140_30_420.png, overlap_score: 26.329461457233368, pred: [-20, -32]
name: hatchback_-20_15_-8_10_20_230_60_420.png, overlap_score: 39.44281263907432, pred: [-20, -23]
name: sedan4door_-20_45_-8_10_20_80_30_420.png, overlap_score: 67.69472381247098, pred: [-20, -13]
name: hatchback_-20_45_-8_10_20_230_30_420.png, overlap_score: 41.026993865030676, pred: [-20, -30]
name: sedan2door_-40_15_-30_10_15_140_60_420.png, overlap_score: 22.03500314399497, pred: [-40, -34]
name: hybrid_-40_23_-8_10_20_20_30_420.png, overlap_score: 123.63085562287571, pred: [-40, -28]
name: suv_0_23_-8_10_15_80_60_420.png, overlap_score: 62.90875483112082, pred: [0, -2]
name: sedan4door_0_45_-8_10_20_230_60_420.png, overlap_score: 126.35149218379915, pred: [0, 1]
name: suv_-40_23_-30_10_20_230_30_420.png, overlap_score: 85.96205821205821, pred: [-40, -12]
name: hybrid_-40_15_-8_10_15_80_30_420.png, overlap_score: 42.32796043593736, pred: [-40, -32]
name: sedan2door_-40_23_-8_10_15_80_60_420.png, overlap_score: 131.09787697332607, pred: [-40, -38]
name: suv_-20_23_-8_10_20_20_30_420.png, overlap_score: 83.27733853578395, pred: [-20, -23]
name: hybrid_-40_23_-8_10_20_140_60_420.png, overlap_score: 43.603516592372465, pred: [-40, -32]
name: hatchback_-20_23_-8_35_20_80_60_420.png, overlap_score: 52.17267843438219, pred: [-20, -12]
name: hybrid_0_23_-8_35_15_230_60_420.png, overlap_score: 32.674471992653814, pred: [0, -2]
name: suv_-20_23_-8_10_15_20_30_420.png, overlap_score: 85.90158127117773, pred: [-20, -24]
name: sedan4door_0_15_-8_10_20_140_60_420.png, overlap_score: 73.4398894518655, pred: [0, 0]
name: sedan4door_-40_15_-30_35_15_140_30_420.png, overlap_score: 56.98264931598265, pred: [-40, -38]
name: sedan2door_-20_45_-30_35_15_20_60_420.png, overlap_score: 94.44363137434256, pred: [-20, -22]
name: hatchback_-40_45_-8_35_15_20_60_420.png, overlap_score: 62.919216061185466, pred: [-40, -21]
name: hatchback_-40_45_-8_10_20_80_30_420.png, overlap_score: 58.47269975132447, pred: [-40, -33]
name: suv_0_23_-30_35_20_230_60_420.png, overlap_score: 90.67199148029819, pred: [0, -4]
name: hybrid_-20_45_-8_35_15_20_60_420.png, overlap_score: 115.2735979160282, pred: [-20, -7]
name: hatchback_-40_23_-30_10_20_140_60_420.png, overlap_score: 71.29825299936856, pred: [-40, -30]
name: hatchback_-20_45_-30_35_20_80_60_420.png, overlap_score: 62.055871066768994, pred: [-20, -17]
name: hatchback_-40_15_-30_35_15_80_60_420.png, overlap_score: 125.08568496664957, pred: [-40, -34]
name: sedan4door_-20_45_-8_35_15_140_60_420.png, overlap_score: 118.38288108539506, pred: [-20, -17]
name: suv_0_15_-30_35_15_140_30_420.png, overlap_score: 36.581538461538464, pred: [0, 0]
name: suv_0_23_-8_10_20_20_60_420.png, overlap_score: 47.81490702559714, pred: [0, 0]
name: sedan2door_0_23_-8_35_15_140_60_420.png, overlap_score: 47.29325259515571, pred: [0, 0]
name: hybrid_0_15_-8_35_20_80_30_420.png, overlap_score: 149.49596662030598, pred: [0, -1]
name: hybrid_-20_23_-30_35_15_80_60_420.png, overlap_score: 68.82467082467082, pred: [-20, -21]
name: suv_-20_45_-30_10_20_140_60_420.png, overlap_score: 42.02068545933888, pred: [-20, -18]
name: hybrid_-20_45_-8_10_15_140_30_420.png, overlap_score: 69.04103214890017, pred: [-20, -18]
name: hybrid_0_15_-8_10_20_20_30_420.png, overlap_score: 89.84978388300077, pred: [0, 0]
name: sedan2door_0_45_-30_10_20_80_60_420.png, overlap_score: 100.06999009574118, pred: [0, 0]
name: sedan4door_-40_45_-30_10_15_80_60_420.png, overlap_score: 74.94790578953474, pred: [-40, -33]
name: hatchback_0_15_-8_10_15_230_60_420.png, overlap_score: 43.94216570959803, pred: [0, 0]
name: hatchback_-40_15_-8_10_20_80_30_420.png, overlap_score: 48.215374635095685, pred: [-40, -33]
name: sedan4door_0_23_-8_35_20_230_30_420.png, overlap_score: 151.27981995498874, pred: [0, -28]
name: sedan2door_-40_23_-8_35_15_80_30_420.png, overlap_score: 100.40178041543027, pred: [-40, -31]
name: sedan4door_0_15_-30_10_15_140_60_420.png, overlap_score: 68.43436204514049, pred: [0, 1]
name: sedan2door_0_23_-8_10_20_230_60_420.png, overlap_score: 81.4103448275862, pred: [0, -4]
name: suv_-40_15_-30_35_15_230_60_420.png, overlap_score: 174.81882045417416, pred: [-40, -35]
name: suv_0_45_-30_35_15_20_60_420.png, overlap_score: 43.70943895416699, pred: [0, -1]
name: suv_-20_23_-30_10_15_80_30_420.png, overlap_score: 59.08191473883311, pred: [-20, -18]
name: sedan4door_0_15_-30_10_20_140_60_420.png, overlap_score: 50.53431598341778, pred: [0, 1]
name: sedan4door_0_23_-8_10_20_20_60_420.png, overlap_score: 78.02745838338768, pred: [0, 1]
name: sedan2door_0_23_-8_35_15_140_30_420.png, overlap_score: 23.049046321525886, pred: [0, -4]
name: sedan4door_-40_45_-30_35_20_230_30_420.png, overlap_score: 72.21621621621621, pred: [-40, -42]
name: sedan2door_-20_45_-8_10_15_80_30_420.png, overlap_score: 109.76490577695397, pred: [-20, -14]
name: hybrid_-40_15_-8_35_15_20_60_420.png, overlap_score: 112.30071039903265, pred: [-40, -15]
name: sedan4door_-40_15_-8_35_20_230_60_420.png, overlap_score: 139.02887924584766, pred: [-40, -36]
name: hybrid_-40_45_-30_35_15_230_30_420.png, overlap_score: 63.52660349854227, pred: [-40, -41]
name: sedan4door_-40_15_-30_10_15_20_30_420.png, overlap_score: 143.87091160362388, pred: [-40, -34]
name: hybrid_-20_15_-8_10_15_80_30_420.png, overlap_score: 27.87626056146089, pred: [-20, -22]
name: sedan2door_0_45_-30_35_15_230_60_420.png, overlap_score: 78.05689655172414, pred: [0, -2]
name: suv_-20_15_-30_35_15_20_60_420.png, overlap_score: 144.6881417038953, pred: [-20, -17]
name: hybrid_-40_45_-8_35_15_230_60_420.png, overlap_score: 177.7072332448055, pred: [-40, -29]
name: suv_0_23_-30_10_20_20_30_420.png, overlap_score: 90.2597742611124, pred: [0, -2]
name: hybrid_-40_45_-30_10_15_80_60_420.png, overlap_score: 120.0520723753419, pred: [-40, -33]
name: sedan4door_-20_15_-30_10_20_20_30_420.png, overlap_score: 127.39024934456407, pred: [-20, -31]
name: hatchback_-20_23_-8_35_20_20_60_420.png, overlap_score: 85.97771130837515, pred: [-20, -11]
name: sedan2door_0_23_-8_10_15_230_60_420.png, overlap_score: 86.05431034482758, pred: [0, -4]
name: suv_0_15_-30_35_15_20_60_420.png, overlap_score: 54.506653178740955, pred: [0, 0]
name: sedan4door_0_45_-30_35_15_80_60_420.png, overlap_score: 117.60651146507965, pred: [0, 0]
name: sedan2door_-20_23_-30_10_15_80_60_420.png, overlap_score: 133.83694627709707, pred: [-20, -18]
name: hybrid_-40_23_-30_35_15_80_30_420.png, overlap_score: 50.165308178404615, pred: [-40, -33]
name: sedan2door_-20_45_-30_35_20_20_30_420.png, overlap_score: 79.21028178971821, pred: [-20, -22]
name: suv_0_45_-30_35_20_230_60_420.png, overlap_score: 84.53674121405751, pred: [0, -5]
name: suv_-40_45_-30_35_15_80_30_420.png, overlap_score: 57.737955790666916, pred: [-40, -37]
name: hatchback_-20_15_-8_10_20_20_30_420.png, overlap_score: 95.77378881987578, pred: [-20, -20]
name: sedan4door_-40_15_-8_35_20_140_30_420.png, overlap_score: 50.782115448782115, pred: [-40, -37]
name: suv_-40_45_-30_10_15_80_30_420.png, overlap_score: 65.88201398072927, pred: [-40, -35]
name: hybrid_0_15_-30_10_20_80_60_420.png, overlap_score: 131.6998562185478, pred: [0, 0]
name: suv_0_15_-30_10_20_20_30_420.png, overlap_score: 118.4535140795904, pred: [0, -3]
name: hybrid_0_23_-8_35_15_80_60_420.png, overlap_score: 133.2289719626168, pred: [0, 0]
name: hatchback_0_45_-8_10_20_80_60_420.png, overlap_score: 132.60595542564852, pred: [0, -1]
name: hybrid_-20_15_-8_35_15_20_60_420.png, overlap_score: 137.22218817039536, pred: [-20, -7]
name: sedan2door_-20_45_-8_35_15_230_60_420.png, overlap_score: 129.11088790678988, pred: [-20, -24]
name: sedan4door_-40_45_-8_35_20_20_60_420.png, overlap_score: 178.1697306541257, pred: [-40, -25]
name: hybrid_-20_45_-8_35_20_20_30_420.png, overlap_score: 110.49419892416412, pred: [-20, -17]
name: hatchback_-40_23_-30_10_15_140_30_420.png, overlap_score: 28.469661414683205, pred: [-40, -36]
name: hatchback_-20_45_-8_35_15_140_30_420.png, overlap_score: 77.15417488494411, pred: [-20, -4]
name: hatchback_0_45_-8_35_15_20_60_420.png, overlap_score: 29.511459819305752, pred: [0, -1]
name: sedan2door_-40_45_-30_10_20_140_30_420.png, overlap_score: 28.383921863260706, pred: [-40, -30]
name: sedan4door_0_45_-30_35_20_80_30_420.png, overlap_score: 74.08072198546002, pred: [0, -4]
name: hatchback_-20_45_-8_35_20_140_30_420.png, overlap_score: 83.55095332018409, pred: [-20, -5]
name: hatchback_0_23_-8_35_15_140_30_420.png, overlap_score: 34.39073634204276, pred: [0, -2]
name: suv_-20_15_-30_35_20_230_30_420.png, overlap_score: 56.14943396226415, pred: [-20, -4]
name: hatchback_-40_45_-30_35_15_80_30_420.png, overlap_score: 72.044437236458, pred: [-40, -39]
name: sedan2door_-40_15_-8_35_20_80_60_420.png, overlap_score: 136.0346216657594, pred: [-40, -37]
name: hatchback_-40_45_-8_10_15_140_60_420.png, overlap_score: 46.797305830351505, pred: [-40, -30]
name: hatchback_-20_23_-30_10_15_20_60_420.png, overlap_score: 109.47780779621768, pred: [-20, -13]
name: suv_-20_15_-8_10_15_140_60_420.png, overlap_score: 58.953559115798015, pred: [-20, -13]
name: hybrid_-40_15_-30_10_15_140_60_420.png, overlap_score: 53.67360079247152, pred: [-40, -32]
name: hybrid_0_45_-8_35_15_80_30_420.png, overlap_score: 119.91571627260083, pred: [0, -1]
name: sedan2door_-20_23_-8_35_20_80_30_420.png, overlap_score: 88.84522706209454, pred: [-20, -12]
name: hybrid_-40_45_-8_35_15_20_60_420.png, overlap_score: 100.6357315598549, pred: [-40, -16]
name: suv_0_15_-30_10_20_20_60_420.png, overlap_score: 50.11298731616217, pred: [0, 1]
name: hatchback_0_15_-8_35_20_140_60_420.png, overlap_score: 61.293073840870065, pred: [0, 1]
name: sedan2door_0_23_-8_35_20_140_30_420.png, overlap_score: 24.37193460490463, pred: [0, -3]
name: hatchback_-40_45_-8_10_15_230_60_420.png, overlap_score: 179.3373454245672, pred: [-40, -35]
name: hybrid_-40_23_-30_10_15_20_30_420.png, overlap_score: 136.40603911137381, pred: [-40, -27]
name: sedan2door_-40_23_-8_35_15_20_60_420.png, overlap_score: 173.62213712349953, pred: [-40, -22]
name: hatchback_0_15_-8_35_20_230_30_420.png, overlap_score: 29.279498525073745, pred: [0, -28]
name: sedan2door_-40_45_-30_35_20_230_30_420.png, overlap_score: None, pred: [-40, -29]
name: hatchback_-20_23_-30_10_15_80_60_420.png, overlap_score: 49.43561013046815, pred: [-20, -19]
