name: hatchback_-30_45_-36_10_15_20_30_420.png, overlap_score: 159.2081368954077, pred: [-30, -27]
name: sedan4door_-30_15_-36_35_15_140_30_420.png, overlap_score: 0.0, pred: [-30, -36]
name: sedan2door_-17_45_-4_10_20_140_30_420.png, overlap_score: 0.0, pred: [-17, -27]
name: suv_-17_45_-22_10_15_80_60_420.png, overlap_score: 167.0999641705482, pred: [-17, -18]
name: suv_-50_15_-36_35_15_20_60_420.png, overlap_score: 69.99709704174731, pred: [-50, -26]
name: hybrid_-17_45_-4_10_15_20_60_420.png, overlap_score: 21.80491921871232, pred: [-17, -5]
name: hybrid_-17_45_-4_10_20_230_30_420.png, overlap_score: 0.0, pred: [-17, -30]
name: sedan4door_-17_45_-4_35_20_80_60_420.png, overlap_score: 119.0, pred: [-17, -22]
name: sedan2door_-30_15_-22_35_15_20_60_420.png, overlap_score: 246.14543691673737, pred: [-30, -25]
name: suv_-30_15_-36_35_20_80_30_420.png, overlap_score: 0.0, pred: [-30, -22]
name: hatchback_-17_45_-4_10_20_80_30_420.png, overlap_score: 0.0, pred: [-17, -6]
name: hybrid_-50_15_-4_10_15_20_30_420.png, overlap_score: 139.90747531734837, pred: [-50, -22]
name: hatchback_-30_45_-22_35_15_230_60_420.png, overlap_score: 215.46697674418604, pred: [-30, -34]
name: sedan4door_-17_15_-4_35_15_20_60_420.png, overlap_score: 0.0, pred: [-17, -13]
name: sedan4door_-30_15_-36_10_15_20_30_420.png, overlap_score: 171.90688941681356, pred: [-30, -32]
name: sedan2door_-17_15_-22_10_15_80_60_420.png, overlap_score: 246.59402460456943, pred: [-17, -13]
name: hatchback_-50_45_-36_35_15_80_60_420.png, overlap_score: 196.45795795795794, pred: [-50, -35]
name: hatchback_-17_45_-36_35_20_20_60_420.png, overlap_score: 2.196411092985318, pred: [-17, -12]
name: sedan4door_-17_15_-4_10_20_20_30_420.png, overlap_score: 20.12391430225825, pred: [-17, -28]
name: suv_-50_15_-36_35_20_140_60_420.png, overlap_score: 0.8649045521292217, pred: [-50, -35]
name: sedan2door_-50_15_-4_35_20_140_30_420.png, overlap_score: 0.0, pred: [-50, -41]
name: hybrid_-17_15_-36_10_15_80_60_420.png, overlap_score: 45.475008989572096, pred: [-17, -15]
name: hatchback_-17_45_-22_35_15_80_60_420.png, overlap_score: 0.04576043068640646, pred: [-17, -19]
name: sedan4door_-50_15_-36_10_20_140_60_420.png, overlap_score: 0.0, pred: [-50, -38]
name: sedan2door_-50_15_-36_35_20_80_60_420.png, overlap_score: 200.1959207687782, pred: [-50, -27]
name: sedan2door_-17_45_-36_10_20_80_60_420.png, overlap_score: 243.21687170474516, pred: [-17, -12]
name: hatchback_-17_45_-22_10_15_80_30_420.png, overlap_score: 35.871138570167695, pred: [-17, -9]
name: sedan4door_-17_45_-4_10_15_140_30_420.png, overlap_score: 6.62280701754386, pred: [-17, -21]
name: hatchback_-30_45_-36_35_20_20_30_420.png, overlap_score: 169.8859786973983, pred: [-30, -29]
name: suv_-50_45_-4_10_15_20_30_420.png, overlap_score: 147.27346799041425, pred: [-50, -30]
name: hybrid_-17_45_-22_10_15_140_60_420.png, overlap_score: 52.82432432432432, pred: [-17, -4]
name: sedan2door_-17_15_-4_35_20_80_30_420.png, overlap_score: 10.416058394160585, pred: [-17, -4]
name: sedan2door_-50_15_-22_35_20_140_30_420.png, overlap_score: 0.0, pred: [-50, -41]
name: hybrid_-17_15_-36_35_15_230_30_420.png, overlap_score: 44.64473684210526, pred: [-17, -34]
name: sedan4door_-17_45_-4_35_15_230_30_420.png, overlap_score: 0.0, pred: [-17, -32]
name: suv_-50_15_-36_10_15_20_30_420.png, overlap_score: 214.4391646696337, pred: [-50, -33]
name: sedan2door_-17_45_-22_10_20_80_60_420.png, overlap_score: 244.0231985940246, pred: [-17, -12]
name: sedan4door_-50_45_-36_35_15_20_30_420.png, overlap_score: 200.03010975971523, pred: [-50, -37]
name: hatchback_-30_15_-4_35_15_80_60_420.png, overlap_score: 0.8971106412966878, pred: [-30, -30]
name: suv_-17_15_-4_35_20_20_30_420.png, overlap_score: 80.15087355641101, pred: [-17, -12]
name: hatchback_-17_15_-4_10_20_20_30_420.png, overlap_score: 4.83498380379454, pred: [-17, -13]
name: sedan4door_-30_45_-36_10_20_230_60_420.png, overlap_score: 164.37144549763033, pred: [-30, -32]
name: suv_-17_15_-36_35_20_140_30_420.png, overlap_score: 0.0, pred: [-17, -11]
name: sedan2door_-30_15_-36_35_15_230_60_420.png, overlap_score: 210.11752360965372, pred: [-30, -34]
name: suv_-30_15_-4_35_20_20_30_420.png, overlap_score: 24.119332733439467, pred: [-30, -28]
name: suv_-17_45_-36_35_15_20_30_420.png, overlap_score: 89.58091501332544, pred: [-17, -14]
name: hatchback_-17_15_-4_35_15_20_60_420.png, overlap_score: 0.0, pred: [-17, -9]
name: hatchback_-30_45_-36_35_20_140_60_420.png, overlap_score: 0.0, pred: [-30, -30]
name: hatchback_-17_15_-22_35_20_20_60_420.png, overlap_score: 4.996084828711256, pred: [-17, -12]
name: suv_-50_45_-22_35_20_20_60_420.png, overlap_score: 219.42134365496267, pred: [-50, -31]
name: suv_-17_45_-22_35_15_140_60_420.png, overlap_score: 0.0, pred: [-17, -12]
name: hybrid_-50_45_-4_35_20_20_60_420.png, overlap_score: 106.420276966078, pred: [-50, -9]
name: suv_-50_15_-22_35_15_140_30_420.png, overlap_score: 91.09365558912387, pred: [-50, -42]
name: sedan2door_-17_15_-36_10_15_80_30_420.png, overlap_score: 11.693430656934307, pred: [-17, -3]
name: hatchback_-30_15_-22_35_20_20_60_420.png, overlap_score: 249.39569998358772, pred: [-30, -20]
name: hybrid_-17_45_-22_35_20_80_30_420.png, overlap_score: 0.0, pred: [-17, -14]
name: sedan2door_-17_15_-36_35_20_20_30_420.png, overlap_score: 6.784903435058234, pred: [-17, -9]
name: suv_-17_45_-4_35_20_20_60_420.png, overlap_score: 97.01733015195278, pred: [-17, -13]
name: suv_-30_15_-4_10_20_20_60_420.png, overlap_score: 79.69365482233502, pred: [-30, -21]
name: sedan2door_-30_15_-36_35_15_140_30_420.png, overlap_score: 0.0, pred: [-30, -33]
name: suv_-30_15_-4_10_15_20_30_420.png, overlap_score: 77.23686578528414, pred: [-30, -30]
name: sedan4door_-30_45_-36_35_15_20_30_420.png, overlap_score: 191.56640355582803, pred: [-30, -34]
name: hatchback_-17_45_-36_10_20_20_30_420.png, overlap_score: 107.22693197593706, pred: [-17, -16]
name: suv_-50_15_-22_35_15_80_60_420.png, overlap_score: 0.0, pred: [-50, -32]
name: sedan4door_-30_15_-36_35_15_140_60_420.png, overlap_score: 89.46050420168068, pred: [-30, -28]
name: sedan2door_-50_45_-36_10_20_230_30_420.png, overlap_score: 214.0, pred: [-50, -31]
name: hybrid_-30_15_-36_10_15_20_60_420.png, overlap_score: 7.966678652762795, pred: [-30, -19]
name: sedan4door_-50_15_-4_35_15_230_60_420.png, overlap_score: 215.07119067443796, pred: [-50, -35]
name: hybrid_-17_15_-22_35_20_140_60_420.png, overlap_score: 0.0, pred: [-17, -5]
name: hybrid_-50_45_-36_10_15_80_30_420.png, overlap_score: 0.0, pred: [-50, -36]
name: hybrid_-17_15_-36_10_20_20_30_420.png, overlap_score: 104.81912459966448, pred: [-17, -10]
name: sedan4door_-17_45_-22_35_20_80_60_420.png, overlap_score: 95.54713874022231, pred: [-17, -20]
name: sedan4door_-50_45_-4_10_20_140_30_420.png, overlap_score: 0.0, pred: [-50, -45]
name: suv_-30_15_-4_35_15_230_30_420.png, overlap_score: 0.0, pred: [-30, -5]
name: suv_-30_15_-36_10_15_230_60_420.png, overlap_score: 209.75292153589317, pred: [-30, -32]
name: sedan4door_-17_15_-22_35_15_80_30_420.png, overlap_score: 0.0, pred: [-17, -5]
name: hybrid_-30_45_-4_35_20_80_30_420.png, overlap_score: 0.46545768566493956, pred: [-30, -33]
name: sedan4door_-17_15_-22_10_20_230_30_420.png, overlap_score: 0.0, pred: [-17, -39]
name: suv_-17_15_-36_10_20_140_30_420.png, overlap_score: 0.0, pred: [-17, -12]
name: sedan2door_-50_15_-36_10_15_230_60_420.png, overlap_score: 138.75798525798527, pred: [-50, -36]
name: sedan2door_-30_45_-4_10_20_80_30_420.png, overlap_score: 17.83681125439625, pred: [-30, -27]
name: suv_-30_15_-36_35_15_140_30_420.png, overlap_score: 0.0, pred: [-30, -20]
name: hatchback_-30_45_-36_35_15_20_30_420.png, overlap_score: 152.7958791688493, pred: [-30, -29]
name: sedan2door_-17_45_-22_10_20_20_30_420.png, overlap_score: 22.66076957098629, pred: [-17, -11]
name: sedan4door_-50_15_-22_35_15_140_60_420.png, overlap_score: 0.0, pred: [-50, -37]
name: suv_-17_45_-22_35_15_20_30_420.png, overlap_score: 76.49030204323364, pred: [-17, -14]
name: sedan4door_-17_45_-22_35_15_20_30_420.png, overlap_score: 139.5391678385309, pred: [-17, -32]
name: hatchback_-30_15_-22_10_15_20_30_420.png, overlap_score: 191.11847389558233, pred: [-30, -28]
name: sedan2door_-50_45_-36_10_20_80_30_420.png, overlap_score: 0.3861035422343324, pred: [-50, -27]
name: suv_-50_15_-22_10_15_80_60_420.png, overlap_score: 0.0, pred: [-50, -32]
name: hybrid_-30_15_-4_35_20_140_30_420.png, overlap_score: 0.0, pred: [-30, -30]
name: sedan4door_-30_15_-22_10_20_230_60_420.png, overlap_score: 158.7554766133807, pred: [-30, -34]
name: hatchback_-50_45_-22_10_15_80_30_420.png, overlap_score: 4.976009905587371, pred: [-50, -30]
name: hybrid_-30_45_-22_10_15_20_30_420.png, overlap_score: 131.94158712067247, pred: [-30, -30]
name: sedan4door_-17_15_-36_10_15_20_60_420.png, overlap_score: 2.1142281686088333, pred: [-17, -14]
name: sedan4door_-30_45_-36_10_20_230_30_420.png, overlap_score: 0.0, pred: [-30, -43]
name: hatchback_-30_45_-4_35_20_140_30_420.png, overlap_score: 0.0, pred: [-30, -19]
name: sedan4door_-30_15_-36_35_20_80_30_420.png, overlap_score: 0.21774580335731414, pred: [-30, -25]
name: sedan4door_-30_45_-22_35_15_230_30_420.png, overlap_score: 0.0, pred: [-30, -43]
name: hybrid_-50_45_-22_35_15_20_60_420.png, overlap_score: 104.22576546817432, pred: [-50, -9]
name: sedan4door_-50_45_-4_10_20_80_60_420.png, overlap_score: 35.13647316538883, pred: [-50, -25]
name: sedan2door_-50_15_-36_10_15_230_30_420.png, overlap_score: 158.0, pred: [-50, -29]
name: suv_-50_45_-22_10_15_20_30_420.png, overlap_score: 195.04094488188977, pred: [-50, -30]
name: hybrid_-50_45_-22_35_20_140_30_420.png, overlap_score: 0.0, pred: [-50, -41]
name: suv_-30_45_-22_35_20_80_60_420.png, overlap_score: 129.8898063781321, pred: [-30, -24]
name: hatchback_-30_15_-36_35_20_140_60_420.png, overlap_score: 0.0, pred: [-30, -27]
name: sedan2door_-50_45_-22_35_20_20_30_420.png, overlap_score: 131.68374961455442, pred: [-50, -26]
name: hybrid_-30_15_-22_10_20_230_60_420.png, overlap_score: 232.48618001417435, pred: [-30, -22]
name: hatchback_-50_45_-36_10_20_20_30_420.png, overlap_score: 193.03731865058558, pred: [-50, -31]
name: sedan4door_-30_15_-36_10_20_230_60_420.png, overlap_score: 166.18483412322274, pred: [-30, -33]
name: hatchback_-50_45_-22_35_20_80_30_420.png, overlap_score: 2.453490171800031, pred: [-50, -33]
name: suv_-50_15_-36_35_15_80_30_420.png, overlap_score: 0.0, pred: [-50, -27]
name: hybrid_-50_15_-22_10_20_140_30_420.png, overlap_score: 0.0, pred: [-50, -39]
name: suv_-30_45_-4_10_20_20_60_420.png, overlap_score: 194.3969543147208, pred: [-30, -23]
name: sedan4door_-30_15_-22_10_20_230_30_420.png, overlap_score: 0.0, pred: [-30, -44]
name: hybrid_-50_15_-36_10_20_20_60_420.png, overlap_score: 178.18053614534367, pred: [-50, -10]
name: suv_-30_15_-4_35_15_140_30_420.png, overlap_score: 0.0, pred: [-30, -22]
name: hybrid_-50_15_-4_35_20_80_30_420.png, overlap_score: 0.021863612701717855, pred: [-50, -35]
name: sedan2door_-30_15_-36_10_20_80_30_420.png, overlap_score: 22.905978898007035, pred: [-30, -24]
name: hatchback_-17_15_-4_35_20_80_60_420.png, overlap_score: 0.0, pred: [-17, -14]
name: hybrid_-17_15_-4_10_15_230_60_420.png, overlap_score: 132.0351617440225, pred: [-17, -9]
name: suv_-50_15_-36_35_20_80_60_420.png, overlap_score: 0.0, pred: [-50, -32]
name: hybrid_-50_45_-4_35_15_230_60_420.png, overlap_score: 249.2557328015952, pred: [-50, -33]
name: sedan4door_-30_15_-4_10_20_80_60_420.png, overlap_score: 223.95174603174604, pred: [-30, -29]
name: hybrid_-30_15_-22_35_15_80_60_420.png, overlap_score: 2.2683060109289617, pred: [-30, -34]
name: hatchback_-17_15_-22_10_15_140_60_420.png, overlap_score: 33.663003663003664, pred: [-17, -1]
name: hybrid_-17_45_-22_35_15_20_60_420.png, overlap_score: 11.44779358572462, pred: [-17, -5]
name: hybrid_-50_15_-22_35_15_20_60_420.png, overlap_score: 178.53373141913352, pred: [-50, -10]
name: hybrid_-30_15_-22_10_20_230_30_420.png, overlap_score: 37.16475095785441, pred: [-30, -41]
name: sedan4door_-30_45_-22_10_15_20_60_420.png, overlap_score: 218.13186655162497, pred: [-30, -24]
name: hybrid_-50_15_-36_35_15_230_30_420.png, overlap_score: 3.672727272727273, pred: [-50, -41]
name: hybrid_-30_15_-4_10_15_140_60_420.png, overlap_score: 0.0, pred: [-30, -27]
name: hatchback_-50_45_-36_10_20_230_60_420.png, overlap_score: 207.48731563421828, pred: [-50, -38]
name: sedan2door_-50_45_-4_10_20_230_30_420.png, overlap_score: 255.0, pred: [-50, -31]
name: hatchback_-17_45_-4_10_20_140_30_420.png, overlap_score: 46.64435146443515, pred: [-17, -3]
name: hatchback_-50_15_-4_35_15_20_60_420.png, overlap_score: 217.34588613242906, pred: [-50, -19]
name: suv_-30_45_-36_35_20_20_60_420.png, overlap_score: 71.09568527918782, pred: [-30, -22]
name: hybrid_-17_15_-22_35_20_20_60_420.png, overlap_score: 105.44489992765855, pred: [-17, -5]
name: hatchback_-17_15_-4_35_15_80_60_420.png, overlap_score: 0.0, pred: [-17, -15]
name: hybrid_-17_45_-4_35_20_230_60_420.png, overlap_score: 186.80309423347398, pred: [-17, -7]
name: suv_-17_15_-22_35_20_80_30_420.png, overlap_score: 0.14439895794566432, pred: [-17, -13]
name: hybrid_-17_15_-4_10_20_230_30_420.png, overlap_score: 11.672727272727272, pred: [-17, -34]
name: sedan2door_-50_15_-4_35_15_20_30_420.png, overlap_score: 91.11199506629664, pred: [-50, -30]
name: sedan2door_-17_45_-36_35_15_20_30_420.png, overlap_score: 24.022261536193426, pred: [-17, -10]
name: hybrid_-17_15_-36_10_15_140_30_420.png, overlap_score: 0.0, pred: [-17, -12]
name: sedan4door_-30_45_-22_10_15_230_30_420.png, overlap_score: 0.0, pred: [-30, -43]
name: sedan4door_-50_45_-36_10_15_80_30_420.png, overlap_score: 0.0, pred: [-50, -32]
name: sedan2door_-30_15_-22_10_15_80_30_420.png, overlap_score: 39.17749120750293, pred: [-30, -24]
name: hybrid_-17_45_-36_35_15_140_30_420.png, overlap_score: 0.0, pred: [-17, -14]
name: suv_-17_45_-4_10_15_80_30_420.png, overlap_score: 0.0, pred: [-17, -16]
name: hybrid_-17_15_-36_35_20_80_60_420.png, overlap_score: 53.93311758360302, pred: [-17, -14]
name: hybrid_-30_15_-4_35_15_80_60_420.png, overlap_score: 1.6027322404371585, pred: [-30, -33]
name: sedan4door_-30_15_-4_10_15_80_30_420.png, overlap_score: 12.455635491606715, pred: [-30, -23]
name: hybrid_-17_45_-22_10_20_230_60_420.png, overlap_score: 188.41209563994374, pred: [-17, -7]
name: sedan2door_-30_15_-4_10_15_20_30_420.png, overlap_score: 56.2902989057913, pred: [-30, -30]
name: hatchback_-30_45_-4_35_15_80_60_420.png, overlap_score: 4.175475687103594, pred: [-30, -30]
name: sedan4door_-50_15_-22_10_20_80_60_420.png, overlap_score: 40.448630887185104, pred: [-50, -26]
name: hatchback_-50_45_-22_35_15_20_30_420.png, overlap_score: 193.4215172172697, pred: [-50, -30]
name: hybrid_-50_15_-22_10_20_230_30_420.png, overlap_score: 5.555555555555555, pred: [-50, -42]
name: sedan4door_-30_45_-22_35_15_140_30_420.png, overlap_score: 0.0, pred: [-30, -35]
name: sedan4door_-17_45_-36_10_20_230_30_420.png, overlap_score: 0.0, pred: [-17, -38]
name: sedan4door_-30_15_-36_35_15_80_60_420.png, overlap_score: 164.4663492063492, pred: [-30, -23]
name: sedan4door_-17_15_-22_35_15_20_60_420.png, overlap_score: 17.107178823190907, pred: [-17, -16]
name: hybrid_-50_45_-36_35_15_230_30_420.png, overlap_score: 0.0, pred: [-50, -39]
name: sedan4door_-50_45_-22_35_20_230_60_420.png, overlap_score: 227.86802664446296, pred: [-50, -35]
name: hatchback_-17_45_-22_35_20_20_30_420.png, overlap_score: 71.25849143914854, pred: [-17, -14]
name: hybrid_-17_45_-22_10_20_80_30_420.png, overlap_score: 0.0, pred: [-17, -14]
name: sedan2door_-17_45_-36_35_20_80_30_420.png, overlap_score: 23.171127331711272, pred: [-17, -8]
name: hatchback_-30_15_-4_10_20_140_60_420.png, overlap_score: 0.0, pred: [-30, -31]
name: suv_-30_45_-22_10_20_230_60_420.png, overlap_score: 129.4385521885522, pred: [-30, -31]
name: suv_-30_45_-36_10_15_80_30_420.png, overlap_score: 0.010512483574244415, pred: [-30, -24]
name: hatchback_-50_15_-36_10_20_80_30_420.png, overlap_score: 0.0, pred: [-50, -32]
name: hatchback_-30_15_-4_10_20_20_30_420.png, overlap_score: 164.07255107386067, pred: [-30, -25]
name: sedan4door_-17_15_-36_35_15_80_60_420.png, overlap_score: 113.47797447509264, pred: [-17, -22]
name: suv_-17_15_-36_10_15_20_30_420.png, overlap_score: 160.05411607936037, pred: [-17, -15]
name: sedan2door_-17_15_-4_10_20_80_30_420.png, overlap_score: 11.569343065693431, pred: [-17, -4]
name: hybrid_-50_45_-22_10_20_20_30_420.png, overlap_score: 87.10937940761636, pred: [-50, -22]
name: hybrid_-50_45_-4_10_20_230_30_420.png, overlap_score: 0.0, pred: [-50, -39]
name: suv_-17_45_-22_10_20_80_30_420.png, overlap_score: 0.3721622627465575, pred: [-17, -14]
name: sedan2door_-50_45_-22_35_15_230_60_420.png, overlap_score: 155.37755937755938, pred: [-50, -36]
name: hatchback_-17_15_-22_10_15_80_30_420.png, overlap_score: 105.03971756398941, pred: [-17, -10]
name: sedan4door_-50_15_-4_35_15_20_60_420.png, overlap_score: 238.65511398644486, pred: [-50, -30]
name: hatchback_-17_45_-4_35_20_230_60_420.png, overlap_score: 0.0, pred: [-17, -20]
name: sedan4door_-50_15_-36_10_15_230_60_420.png, overlap_score: 233.2572855953372, pred: [-50, -36]
name: sedan2door_-30_15_-4_35_15_140_60_420.png, overlap_score: 85.2930086410055, pred: [-30, -32]
name: sedan4door_-17_15_-22_10_15_20_60_420.png, overlap_score: 18.870090634441087, pred: [-17, -15]
name: sedan2door_-50_15_-36_10_15_80_30_420.png, overlap_score: 18.343051771117167, pred: [-50, -24]
name: hatchback_-30_45_-4_10_20_80_30_420.png, overlap_score: 0.0, pred: [-30, -30]
name: hatchback_-30_45_-22_10_20_80_60_420.png, overlap_score: 32.83157152924595, pred: [-30, -28]
name: sedan4door_-50_15_-22_35_20_20_60_420.png, overlap_score: 241.1059765865681, pred: [-50, -30]
name: sedan2door_-30_45_-4_35_20_20_30_420.png, overlap_score: 121.5158126501201, pred: [-30, -31]
name: sedan4door_-50_15_-4_10_20_230_60_420.png, overlap_score: 214.66319733555372, pred: [-50, -35]
name: sedan2door_-17_45_-36_10_15_230_30_420.png, overlap_score: None, pred: [-17, -20]
name: sedan4door_-30_45_-4_35_15_140_30_420.png, overlap_score: 0.0, pred: [-30, -38]
name: sedan2door_-17_45_-36_35_15_230_60_420.png, overlap_score: 79.66956521739131, pred: [-17, -18]
name: hybrid_-30_15_-4_10_20_80_60_420.png, overlap_score: 0.553551912568306, pred: [-30, -33]
name: sedan2door_-17_45_-36_10_20_230_60_420.png, overlap_score: 60.56231884057971, pred: [-17, -18]
name: sedan2door_-30_15_-22_35_15_140_30_420.png, overlap_score: 0.0, pred: [-30, -32]
name: suv_-30_15_-22_10_15_80_60_420.png, overlap_score: 126.93166287015946, pred: [-30, -24]
name: suv_-17_15_-36_10_20_230_60_420.png, overlap_score: 0.0, pred: [-17, -19]
name: hybrid_-17_45_-22_35_20_140_30_420.png, overlap_score: 0.0, pred: [-17, -13]
name: hatchback_-50_45_-4_35_20_140_60_420.png, overlap_score: 46.696390658174096, pred: [-50, -36]
name: sedan4door_-17_45_-22_10_20_230_60_420.png, overlap_score: 0.05707762557077625, pred: [-17, -21]
name: hatchback_-50_15_-36_35_20_230_30_420.png, overlap_score: 0.005917159763313609, pred: [-50, -42]
name: hybrid_-17_45_-4_35_15_140_60_420.png, overlap_score: 37.211711711711715, pred: [-17, -5]
name: sedan2door_-50_45_-4_10_20_20_30_420.png, overlap_score: 113.34165895775517, pred: [-50, -27]
name: suv_-30_45_-4_35_15_20_60_420.png, overlap_score: 164.8234771573604, pred: [-30, -22]
name: sedan4door_-30_15_-36_10_20_230_30_420.png, overlap_score: 0.0, pred: [-30, -44]
name: hybrid_-17_45_-36_35_20_230_60_420.png, overlap_score: 148.16596343178622, pred: [-17, -7]
name: suv_-30_45_-36_10_20_230_30_420.png, overlap_score: 0.0, pred: [-30, -8]
name: hybrid_-17_45_-36_10_20_140_60_420.png, overlap_score: 40.306306306306304, pred: [-17, -5]
name: suv_-50_15_-36_35_20_20_60_420.png, overlap_score: 68.33798728227814, pred: [-50, -26]
name: sedan4door_-50_15_-4_10_20_140_60_420.png, overlap_score: 0.0, pred: [-50, -38]
name: hybrid_-30_45_-36_10_20_140_30_420.png, overlap_score: 0.0, pred: [-30, -32]
name: suv_-17_45_-36_35_20_80_60_420.png, overlap_score: 164.26836259405232, pred: [-17, -18]
name: sedan4door_-50_15_-36_35_15_140_30_420.png, overlap_score: 0.0, pred: [-50, -43]
name: hatchback_-30_15_-36_35_15_80_30_420.png, overlap_score: 0.0, pred: [-30, -24]
name: hatchback_-50_15_-36_10_15_230_60_420.png, overlap_score: 195.27846607669616, pred: [-50, -39]
name: hybrid_-30_45_-36_35_20_20_60_420.png, overlap_score: 0.0, pred: [-30, -20]
name: sedan2door_-30_45_-22_10_15_20_30_420.png, overlap_score: 81.14858553509474, pred: [-30, -32]
name: hybrid_-50_15_-36_10_15_20_60_420.png, overlap_score: 221.35586329564222, pred: [-50, -9]
name: hybrid_-17_15_-4_35_20_140_60_420.png, overlap_score: 18.36036036036036, pred: [-17, -4]
name: hybrid_-30_15_-22_35_20_140_60_420.png, overlap_score: 0.0, pred: [-30, -28]
name: suv_-50_45_-22_35_15_20_30_420.png, overlap_score: 153.74399178363575, pred: [-50, -31]
name: sedan2door_-17_45_-36_35_15_230_30_420.png, overlap_score: None, pred: [-17, -19]
name: suv_-30_45_-4_35_15_140_30_420.png, overlap_score: 0.0, pred: [-30, -24]
name: sedan2door_-30_45_-36_35_20_140_30_420.png, overlap_score: 0.0, pred: [-30, -31]
name: sedan2door_-17_45_-36_10_15_140_30_420.png, overlap_score: 0.0, pred: [-17, -26]
name: suv_-30_15_-22_10_20_80_60_420.png, overlap_score: 138.3977790432802, pred: [-30, -25]
name: hybrid_-17_15_-22_10_15_230_60_420.png, overlap_score: 143.74824191279887, pred: [-17, -8]
name: sedan4door_-50_15_-36_35_20_80_60_420.png, overlap_score: 41.30470974808324, pred: [-50, -23]
name: hatchback_-30_15_-22_10_20_140_60_420.png, overlap_score: 0.0, pred: [-30, -29]
name: suv_-17_45_-4_35_15_140_30_420.png, overlap_score: 0.0, pred: [-17, -16]
name: hybrid_-50_45_-36_10_20_140_30_420.png, overlap_score: 0.0, pred: [-50, -42]
name: sedan2door_-17_45_-36_10_20_20_60_420.png, overlap_score: 0.47306501547987617, pred: [-17, -13]
name: hatchback_-30_15_-36_10_20_20_60_420.png, overlap_score: 253.52420810766452, pred: [-30, -16]
name: hybrid_-30_15_-36_35_15_230_30_420.png, overlap_score: 41.895161290322584, pred: [-30, -43]
name: sedan2door_-17_45_-4_10_15_80_60_420.png, overlap_score: 238.99964850615115, pred: [-17, -13]
name: hatchback_-30_15_-22_35_15_230_30_420.png, overlap_score: 1.3642857142857143, pred: [-30, -36]
name: hybrid_-17_45_-4_10_20_20_30_420.png, overlap_score: 98.09752935793809, pred: [-17, -14]
name: hybrid_-30_15_-22_35_15_230_30_420.png, overlap_score: 39.62096774193548, pred: [-30, -41]
name: hatchback_-30_45_-36_35_15_230_30_420.png, overlap_score: 0.0, pred: [-30, -40]
name: hybrid_-30_15_-4_35_20_80_30_420.png, overlap_score: 1.3791018998272884, pred: [-30, -32]
name: hatchback_-17_45_-22_10_20_80_60_420.png, overlap_score: 0.0, pred: [-17, -18]
name: hybrid_-17_15_-4_35_20_230_60_420.png, overlap_score: 124.0168776371308, pred: [-17, -8]
name: sedan2door_-17_45_-36_35_15_140_30_420.png, overlap_score: 0.0, pred: [-17, -27]
name: sedan4door_-30_45_-36_10_15_230_60_420.png, overlap_score: 191.01244075829385, pred: [-30, -32]
name: suv_-30_45_-4_35_20_80_30_420.png, overlap_score: 0.0, pred: [-30, -39]
name: hybrid_-17_15_-36_35_20_140_60_420.png, overlap_score: 12.18018018018018, pred: [-17, -4]
name: suv_-30_15_-36_10_20_20_30_420.png, overlap_score: 131.60670035301447, pred: [-30, -30]
name: suv_-17_15_-22_10_15_80_30_420.png, overlap_score: 0.20468924451060663, pred: [-17, -12]
name: suv_-17_45_-36_10_15_80_60_420.png, overlap_score: 161.65926191329274, pred: [-17, -18]
name: hybrid_-17_45_-36_35_20_140_60_420.png, overlap_score: 47.468468468468465, pred: [-17, -4]
name: suv_-50_45_-22_35_20_20_30_420.png, overlap_score: 144.43437179048271, pred: [-50, -32]
name: hatchback_-50_15_-4_35_15_140_60_420.png, overlap_score: 8.220806794055202, pred: [-50, -34]
name: hatchback_-50_45_-4_10_15_20_30_420.png, overlap_score: 212.39416185981472, pred: [-50, -25]
name: sedan4door_-30_15_-22_35_15_140_60_420.png, overlap_score: 28.9781512605042, pred: [-30, -29]
name: suv_-30_15_-22_10_20_230_30_420.png, overlap_score: 241.31736526946108, pred: [-30, -6]
name: hybrid_-50_15_-4_10_15_20_60_420.png, overlap_score: 175.24990471350526, pred: [-50, -10]
name: hybrid_-17_45_-22_10_20_20_30_420.png, overlap_score: 94.3810431599817, pred: [-17, -13]
name: hybrid_-17_45_-4_10_20_230_60_420.png, overlap_score: 200.64556962025316, pred: [-17, -7]
name: sedan4door_-30_15_-36_10_20_20_30_420.png, overlap_score: 178.60655988964672, pred: [-30, -32]
name: sedan4door_-30_45_-22_35_20_20_60_420.png, overlap_score: 179.63028472821398, pred: [-30, -24]
name: hybrid_-17_15_-22_35_15_140_30_420.png, overlap_score: 0.0, pred: [-17, -12]
name: hybrid_-30_15_-4_10_15_80_60_420.png, overlap_score: 0.7852459016393443, pred: [-30, -34]
name: suv_-30_15_-36_35_15_230_60_420.png, overlap_score: 146.85392320534223, pred: [-30, -33]
name: sedan4door_-30_15_-22_35_20_230_30_420.png, overlap_score: 0.0, pred: [-30, -44]
name: sedan2door_-30_15_-36_10_15_140_30_420.png, overlap_score: 0.0, pred: [-30, -32]
name: hatchback_-50_45_-22_10_20_140_60_420.png, overlap_score: 110.78131634819533, pred: [-50, -35]
name: sedan2door_-30_15_-4_10_15_80_30_420.png, overlap_score: 30.885814771395076, pred: [-30, -24]
